鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,source_file,x,y,最近捷運站,捷運站距離(公尺),文湖線,淡水信義線,新北投支線,松山新店線,小碧潭支線,中和新蘆線,板南線,環狀線,通車日期
內湖區,房地(土地+建物)+車位,臺北市內湖區陽光街９２巷７弄２２號,51.34,都市：其他:第三種住宅區。,,,1140219,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,801111.0,193.61,3,2,2,有,有,43800000,226228,坡道平面,0.0,0,本案之增建或佔用範圍，包含陽台部分。其他增建；,RPPNMLMLLHKGFCA27DA,126.5,9.73,0.0,有,,a_lvr_land_a.csv,121.584281316765,25.075628098601,文德,364.97779815693184,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區成功路二段１１５巷７號九樓,34.98,都市：其他:第三種住宅區。,,,1140226,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110510.0,198.28,4,2,2,有,有,26800000,135162,,0.0,0,本案為都市更新案件之現地安置戶。,RPUNMLPKMHKGFCA08DA,112.45,17.11,14.09,有,,a_lvr_land_a.csv,121.591497967761,25.065262995225,文德,1603.399660788048,1,0,0,0,0,0,0,0,2009-07-04
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７８３號五樓,17.52,住,,,1140215,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760511.0,99.89,3,2,2,有,無,24800000,248273,,0.0,0,陽台外推；,RPPNMLKKLHKGFDA07DA,81.93,0.42,12.02,有,,a_lvr_land_a.csv,121.581504978976,25.04387598254,後山埤,61.463697185621136,0,0,0,0,0,0,1,0,2000-12-30
松山區,房地(土地+建物),臺北市松山區光復南路４６巷２８號二樓,49.25,住,,,1140225,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,611213.0,147.33,4,2,2,有,無,34300000,232811,,0.0,0,陽台外推；其他增建；,RPPOMLTKLHKGFDA08DA,147.33,0.0,0.0,無,,a_lvr_land_a.csv,121.555718975866,25.045829007889,國父紀念館,453.8555801523588,0,0,0,0,0,0,1,0,1999-12-24
南港區,房地(土地+建物),臺北市南港區南深路３３號四樓之１２,11.86,住,,,1140213,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880316.0,34.06,1,1,1,有,有,5950000,174692,,0.0,0,,RPPNMLLLLHKGFDA27DA,22.71,0.0,3.67,有,,a_lvr_land_a.csv,121.62072599941,25.036850019841,南港展覽館,2137.3154475325646,1,0,0,0,0,0,1,0,2011-02-27
信義區,房地(土地+建物),臺北市信義區信義路六段７６巷１弄１４號四樓,31.27,都市：其他:第三種住宅區。,,,1140228,土地9建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640711.0,93.44,3,3,2,有,無,17300000,185146,,0.0,0,頂樓加蓋；,RPWNMLOKMHKGFDA28DA,93.44,0.0,0.0,無,,a_lvr_land_a.csv,121.577594988783,25.035332015266,永春,677.2654108905576,0,0,0,0,0,0,1,0,2000-12-30
士林區,房地(土地+建物),臺北市士林區福港街２１０巷１７弄６之１號四樓,45.27,住,,,1140213,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661125.0,132.14,4,2,2,有,無,20500000,155138,,0.0,0,陽台外推；其他增建；,RPSOMLNKLHKGFEA87DA,114.54,0.0,17.6,無,,a_lvr_land_a.csv,121.516843038386,25.085774979128,劍潭,843.1632483949812,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區安居街１４號六樓之１,2.63,住,,,1140218,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711029.0,13.22,2,1,2,有,無,3000000,226929,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLPKMHKGFFA58DA,9.64,0.0,2.35,有,,a_lvr_land_a.csv,121.55489101147,25.021088018558,六張犁,376.2477746420923,1,0,0,0,0,0,0,0,1996-03-28
士林區,房地(土地+建物),臺北市士林區永平街７５巷１５號,25.7,都市：其他:第三種住宅區。,,,1140212,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,700309.0,94.71,1,2,1,有,無,20500000,216450,,0.0,0,壹樓空地增建、平台、地下室、內梯增建、鐵窗增建其他增建；,RPQNMLPKMHKGFEA97EA,80.62,14.09,0.0,無,116.0,a_lvr_land_a.csv,121.504309997663,25.09167101937,芝山,2176.308073999687,0,1,0,0,0,0,0,0,1997-03-28
文山區,房地(土地+建物),臺北市文山區景華街８２巷７弄１２號四樓,26.8,住,,,1140222,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700904.0,106.72,3,2,2,有,無,17880000,167541,,0.0,0,陽台外推；其他增建；,RPVNMLOJLHKGFAA67DA,78.02,0.0,16.38,無,,a_lvr_land_a.csv,121.545807962094,24.994661009402,景美,587.1605230855747,0,0,0,1,0,0,0,0,1999-11-11
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段５９巷８０號八樓,32.0,住,,,1140209,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010418.0,168.17000000000002,3,2,2,有,有,30000000,218588,坡道平面,44.65,3000000,雨遮外推,RPPOMLTJMHKGFAA77DA,72.7,6.38,9.1,有,,a_lvr_land_a.csv,121.548249023756,24.988193993917,景美,878.4694831589243,0,0,0,1,0,0,0,0,1999-11-11
內湖區,房地(土地+建物)+車位,臺北市內湖區環山路一段２８號二十二樓,79.68,都市：其他:第三種住宅區。,,,1140227,土地1建物1車位4,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,981007.0,430.63,3,2,3,有,有,110000000,325203,坡道平面,129.28,12000000,,RPVNMLSKLHKGFCA38DA,225.45,6.91,16.5,有,,a_lvr_land_a.csv,121.564968825115,25.085103714413,西湖,350.81527127991393,1,0,0,0,0,0,0,0,2009-07-04
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路１６２巷１３６號九樓,43.31,都市：其他:住宅區(供拆遷安置專案住宅使用)。,,,1140221,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890628.0,142.84,3,2,1,有,有,40880000,286194,坡道平面,0.0,0,抽籤車位/年陽台外推；其他增建；,RPRNMLNLLHKGFCA57DA,71.24,0.0,7.62,有,,a_lvr_land_a.csv,121.559830969926,25.077685017641,西湖,859.6621106637645,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區內湖路一段７３７巷１９弄１０號四樓,34.92,都市：其他:第三種住宅區。,,,1140209,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700327.0,122.13,3,2,2,有,無,23600000,193237,,0.0,0,陽台外推；其他增建；,RPTNMLKKMHKGFCA47DA,107.45,0.0,14.68,無,118.0,a_lvr_land_a.csv,121.579108006125,25.079345011655,港墘,344.357729119878,1,0,0,0,0,0,0,0,2009-07-04
松山區,房地(土地+建物),臺北市松山區南京東路五段１２３巷４弄９號二樓,13.62,住,,,1140210,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,551006.0,36.54,4,2,2,有,無,7500000,205255,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPROMLNKKHKGFDA57DA,36.54,0.0,0.0,無,119.0,a_lvr_land_a.csv,121.561359996703,25.052634987539,南京三民,216.51928168588452,0,0,0,1,0,0,0,0,2014-11-15
信義區,房地(土地+建物),臺北市信義區信義路六段１２巷６號五樓,30.5,住,,,1140219,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691203.0,113.03,3,2,2,有,無,22500000,199062,,0.0,0,頂樓加蓋；其他增建；,RPQNMLRJLHKGFDA77DA,98.45,0.0,14.58,無,,a_lvr_land_a.csv,121.574932980153,25.033398016837,象山,565.7612121260578,0,1,0,0,0,0,0,0,2013-11-24
信義區,房地(土地+建物),臺北市信義區吳興街２８４巷２４弄６１號五樓,25.6,住,,,1140215,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,670712.0,80.66,3,2,1,有,無,14680000,181999,,0.0,0,陽台外推；其他增建；,RPROMLKLLHKGFDA47DA,78.41,0.0,2.25,無,,a_lvr_land_a.csv,121.56164598724,25.02294901061,麟光,576.7628720303413,1,0,0,0,0,0,0,0,1996-03-28
士林區,房地(土地+建物),臺北市士林區美崙街８６巷１８號,64.0,住,,,1140223,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,560623.0,96.76,5,2,2,有,無,28070000,290099,,0.0,0,頂樓加蓋；其他增建；,RPPOMLTKLHKGFEA18DA,96.76,0.0,0.0,無,,a_lvr_land_a.csv,121.521174973585,25.097330983308,芝山,544.5359734008448,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物),臺北市北投區公路２７１號,25.04,住,,,1140224,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691028.0,86.53,0,2,1,有,無,19300000,223044,,0.0,0,其他增建；,RPQNMLSJMHKGFEA08DA,73.61,12.92,0.0,無,,a_lvr_land_a.csv,121.5026806,25.1323027,北投,459.22526823113975,0,1,0,0,0,0,0,0,1997-03-28
北投區,房地(土地+建物)+車位,臺北市北投區清江路９１巷２０號,16.63,住,,,1140216,土地1建物1車位1,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131101.0,111.81,2,2,1,有,有,22380000,200161,坡道平面,25.35,0,,RPXNMLPKMHKGFEA58DA,52.26,0.0,6.05,有,,a_lvr_land_a.csv,121.502200021177,25.12986299355,奇岩,433.94467559116583,0,1,0,0,0,0,0,0,1997-03-28
大安區,房地(土地+建物),臺北市大安區仁愛路三段２８號二樓之７,16.75,住,,,1140210,土地2建物1車位0,二層，陽臺,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,640207.0,89.12,2,2,1,有,有,34580000,388016,,0.0,0,陽台外推；,RPQPMLQKMHKGFFA28DA,87.26,0.0,0.0,有,123.0,a_lvr_land_a.csv,121.536357030988,25.037582011445,大安森林公園,473.5258517442606,0,1,0,0,0,0,0,0,2013-11-24
文山區,房地(土地+建物)+車位,臺北市文山區忠順街一段４８巷５弄１０號八樓,37.04,住,,,1140106,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870119.0,187.51,3,2,1,有,有,27930000,148952,坡道平面,42.66,0,,RPTNMLPJKHKGFAA47DA,85.72,19.21,11.94,有,,a_lvr_land_a.csv,121.560550975409,24.983658001285,萬芳醫院,1771.390164317573,1,0,0,0,0,0,0,0,1996-03-28
文山區,房地(土地+建物),臺北市文山區木新路三段５０巷１１弄１０號三樓,25.6,住,,,1140105,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711215.0,104.35,3,2,1,有,無,14800000,141830,,0.0,0,其他增建；,RPSNMLLLLHKGFAA27DA,71.3,0.0,18.52,無,,a_lvr_land_a.csv,121.56365001647,24.983227003824,萬芳社區,1773.3718107981279,1,0,0,0,0,0,0,0,1996-03-28
內湖區,房地(土地+建物),臺北市內湖區內湖路一段９１巷８５號,18.19,住,,,1140113,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130815.0,69.8,1,1,1,有,有,20600000,295129,,0.0,0,附加一樓戶外無產權登記之殘障車位約定專用使用權不計價,RPPPMLSJMHKGFCA97DA,43.75,0.0,1.67,有,,a_lvr_land_a.csv,121.56322290138,25.091397428625,劍南路,1029.67193685214,1,0,0,0,0,0,0,0,2009-07-04
南港區,房地(土地+建物)+車位,臺北市南港區福德街３２６號五樓,28.72,住,,,1140106,土地1建物1車位2,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010717.0,215.69,3,2,2,有,有,38580000,178860,坡道平面,75.4,0,其他增建；,RPTNMLNKKHKGFDA67DA,77.05,8.95,8.06,有,127.0,a_lvr_land_a.csv,121.588306977222,25.039580005705,後山埤,879.0061481202913,0,0,0,0,0,0,1,0,2000-12-30
文山區,房地(土地+建物),臺北市文山區萬安街１６巷６之４號,55.54,都市：其他:第貳類住宅用地(萬芳社區特定專用區)。,,,1140105,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720728.0,107.25,4,2,2,有,無,18700000,174359,,0.0,0,其他增建；,RPPNMLSKLHKGFAA57DA,70.14,7.18,0.0,有,,a_lvr_land_a.csv,121.569981035576,25.001079996583,萬芳社區,319.8786700414858,1,0,0,0,0,0,0,0,1996-03-28
中正區,房地(土地+建物)+車位,臺北市中正區重慶南路三段３９號三樓,41.65,都市：其他:第三之一種住宅區。,,,1140113,土地2建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100915.0,241.3,3,2,2,有,有,83380000,396181,坡道平面,39.17,3300000,,RPSNMLPLLHKGFAA67DA,107.87,10.6,11.95,有,,a_lvr_land_a.csv,121.516065030133,25.02798900708,中正紀念堂,615.2857176274764,0,1,0,1,0,0,0,0,1998-12-24
南港區,房地(土地+建物),臺北市南港區南港路一段１３７巷４號四樓,31.75,住,,,1140124,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660907.0,102.87,4,1,1,有,無,19400000,188588,,0.0,0,頂樓加蓋；,RPUNMLOLLHKGFDA08DA,90.82,0.0,12.05,無,,a_lvr_land_a.csv,121.613646979264,25.054891982607,南港展覽館,359.1492577394093,1,0,0,0,0,0,1,0,2011-02-27
松山區,房地(土地+建物)+車位,臺北市松山區市民大道四段３９之１號九樓,48.7,住,,,1140115,土地2建物1車位2,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1090102.0,359.0,2,2,3,有,有,188300000,643083,坡道平面,81.12,9600000,,RPVNMLSJMHKGFDA48DA,150.94,4.3,22.94,有,,a_lvr_land_a.csv,121.54482190837,25.045151040842,忠孝復興,409.51206932891535,1,0,0,0,0,0,1,0,1996-03-28
大安區,房地(土地+建物),臺北市大安區金山南路二段１４１巷２１號,51.25,都市：其他:第三種住宅區。,,,1140131,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,122.36,4,2,2,有,無,54500000,445407,,0.0,0,,RPTNMLRLLHKGFFA48DA,122.36,0.0,0.0,無,,a_lvr_land_a.csv,121.527630966868,25.029565014425,東門,511.91382818631155,0,1,0,0,0,1,0,0,2012-09-30
大安區,房地(土地+建物)+車位,臺北市大安區瑞安街１４９巷８號十八樓之１,43.82,住,,,1140107,土地1建物1車位3,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1130520.0,364.51,0,0,4,有,有,150390000,546465,坡道平面,109.8,11200000,,RPTNMLMJMHKGFFA87DA,148.83,0.0,15.27,有,,a_lvr_land_a.csv,121.53977183524,25.026477375205,科技大樓,390.99176377142123,1,0,0,0,0,0,0,0,1996-03-28
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路五段２１８巷３８弄１９號十一樓,22.14,都市：其他:第三種住宅區。,,,1140122,土地3建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860815.0,101.86,3,1,1,有,有,22080000,216768,坡道機械,22.38,0,其他增建；,RPPNMLSJMHKGFAA57DA,48.89,0.89,3.99,有,131.0,a_lvr_land_a.csv,121.53724500981,25.002714006697,萬隆,223.86612882311954,0,0,0,1,0,0,0,0,1999-11-11
文山區,房地(土地+建物),臺北市文山區羅斯福路五段２１８巷３８弄１７號十一樓,10.68,都市：其他:第三種住宅區。,,,1140122,土地3建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860815.0,45.04,1,1,1,有,有,11500000,255329,,0.0,0,其他增建；,RPQNMLSJMHKGFAA67DA,27.68,0.34,2.66,有,132.0,a_lvr_land_a.csv,121.537246015639,25.002692004201,萬隆,222.1607989043282,0,0,0,1,0,0,0,0,1999-11-11
文山區,房地(土地+建物)+車位,臺北市文山區景福街２３０巷７號四樓,32.54,都市：其他:第三種住宅區。,,,1140121,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860204.0,118.4,3,2,2,有,有,28200000,238176,升降機械,0.0,0,,RPSNMLLKMHKGFAA27DA,68.04,1.79,8.83,有,,a_lvr_land_a.csv,121.539076958568,24.993388007858,景美,214.5190798882709,0,0,0,1,0,0,0,0,1999-11-11
中山區,房地(土地+建物),臺北市中山區龍江路３９４巷１４號三樓,23.37,都市：其他:第三種住宅區。,,,1140114,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710918.0,89.33,3,2,2,有,無,18180000,203515,,0.0,0,其他增建；,RPWNMLRKLHKGFCA38DA,77.34,0.0,11.99,無,,a_lvr_land_a.csv,121.540532978969,25.067119000045,中山國中,781.081122624,1,0,0,0,0,0,0,0,1996-03-28
內湖區,房地(土地+建物),臺北市內湖區成功路三段１８７巷３弄２１號五樓,27.45,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之壹種住宅區)。,,,1140111,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700105.0,97.22,3,2,1,有,無,13000000,133717,,0.0,0,陽台外推；其他增建；,RPWOMLLMLHKGFCA08DA,83.94,0.0,13.28,無,,a_lvr_land_a.csv,121.590644019465,25.079786989409,文德,519.0165484671809,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區新豐街１０８號四樓之１,44.92,都市：其他:住宅區。,,,1140121,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980715.0,221.67,4,2,2,有,有,53000000,271126,坡道平面,35.41,2500000,,RPSPMLLMLHKGFCA77DA,101.12,10.18,4.82,有,134.0,a_lvr_land_a.csv,121.58488942384,25.060934580425,昆陽,1420.0258760448294,0,0,0,0,0,0,1,0,2000-12-30
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段６１巷３５弄７號三樓,28.48,都市：其他:第三種住宅區。,,,1140127,土地2建物1車位2,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720809.0,131.91,3,2,2,有,有,20620000,196528,坡道機械,40.32,2620000,鐵鋁窗增建，本案車位位於其他社區陽台外推；其他增建；,RPWPMLSJMHKGFCA68DA,75.45,0.0,8.74,無,135.0,a_lvr_land_a.csv,121.59320603199,25.080319994632,內湖,395.52100124438766,1,0,0,0,0,0,0,0,2009-07-04
南港區,房地(土地+建物),臺北市南港區研究院路二段１５０巷３弄７號四樓,26.75,住,,,1140124,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620129.0,79.2,5,2,1,有,無,12250000,154672,,0.0,0,其他增建；,RPXNMLLJMHKGFDA97DA,79.2,0.0,0.0,無,,a_lvr_land_a.csv,121.616387023412,25.03810101889,南港,1838.211706941952,0,0,0,0,0,0,1,0,2008-12-15
大安區,房地(土地+建物),臺北市大安區仁愛路三段１２３巷２６弄７號二樓,26.62,住,,,1140116,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690107.0,143.94,3,2,2,有,無,43800000,304293,,0.0,0,陽台外推；其他增建；,RPPNMLMKLHKGFFA47DA,122.89,0.0,17.06,有,,a_lvr_land_a.csv,121.541483989703,25.039175997972,忠孝復興,335.9650427505669,1,0,0,0,0,0,1,0,1996-03-28
文山區,房地(土地+建物),臺北市文山區木新路二段４１號三樓,30.35,住,,,1140119,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841024.0,121.97,3,2,2,有,有,24880000,203985,,0.0,0,其他增建；,RPOOMLSKLHKGFAA57DA,75.5,2.46,10.38,有,,a_lvr_land_a.csv,121.571020140113,24.986820199986,木柵,1285.387413740507,1,0,0,0,0,0,0,0,1996-03-28
內湖區,房地(土地+建物)+車位,臺北市內湖區金豐街５８號七樓,22.89,都市：其他:工商混合區(不得作住宅使用)。,,,1140125,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,991124.0,120.71,2,2,1,有,有,19000000,201244,坡道平面,38.72,2500000,,RPROMLKLKHKGFCA27DA,51.66,2.4,0.0,有,,a_lvr_land_a.csv,121.586896219098,25.065300294694,文德,1492.128488269679,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區安康路４１４巷１０號七樓,27.31,都市：其他:第三種住宅區。,,,1140111,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,881116.0,95.81,3,2,1,有,有,21500000,224402,,0.0,0,其他增建；,RPWNMLPLLHKGFCA28DA,62.62,0.77,8.14,有,,a_lvr_land_a.csv,121.614819020785,25.066237014284,東湖,408.76672957035896,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷１５弄３２號十一樓之５,14.63,都市：其他:第三種住宅區。,,,1140111,土地1建物1車位2,十一層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,941123.0,119.62,3,2,2,有,有,22750000,261194,坡道機械,45.92,3500000,夾層；,RPOPMLQLLHKGFCA77DA,43.19,2.76,4.04,有,,a_lvr_land_a.csv,121.618417958551,25.072772007004,東湖,979.2294352067416,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區星雲街１６８巷３５號七樓,8.58,都市：其他:第三種住宅區。,,,1140111,土地1建物1車位0,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860124.0,52.599999999999994,2,1,1,有,有,12380000,235361,,0.0,0,陽台外推；夾層；其他增建；,RPPOMLRLLHKGFCA87DA,27.56,1.0,2.82,有,,a_lvr_land_a.csv,121.59701502025,25.079900983293,內湖,509.26247621277406,1,0,0,0,0,0,0,0,2009-07-04
中山區,房地(土地+建物),臺北市中山區林森北路８５巷６２號五樓,8.43,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種住宅區)。,,,1140111,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970925.0,31.1,1,1,1,有,有,8850000,284566,,0.0,0,陽台外推；夾層；其他增建；,RPQNMLLJMHKGFCA17DA,16.63,0.0,3.06,有,138.0,a_lvr_land_a.csv,121.527114976909,25.049253979255,松江南京,604.1243405363243,0,0,0,1,0,1,0,0,2010-11-03
中山區,房地(土地+建物),臺北市中山區復興北路４４８號十樓之１３,7.39,都市：其他:第三之一種住宅區。,,,1140124,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971015.0,42.83,1,1,1,有,有,13280000,310063,,0.0,0,,RPVNMLKKMHKGFCA67DA,24.8,1.47,2.2,有,139.0,a_lvr_land_a.csv,121.544099981684,25.064089989785,中山國中,363.0944862564903,1,0,0,0,0,0,0,0,1996-03-28
士林區,房地(土地+建物),臺北市士林區中社路二段９９號四樓,97.25,住,,,1140105,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650406.0,103.75,3,2,2,有,無,16600000,160000,,0.0,0,頂樓加蓋；其他增建；,RPTOMLNJLHKGFEA87DA,103.75,0.0,0.0,無,,a_lvr_land_a.csv,121.567894025505,25.107402007611,劍南路,2744.829778482252,1,0,0,0,0,0,0,0,2009-07-04
文山區,房地(土地+建物),臺北市文山區萬和街３巷１１號四樓,51.47,都市：其他:第貳類住宅用地(萬芳社區特定專用區)。,,,1140119,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720920.0,91.0,3,2,1,有,有,14300000,157143,,0.0,0,陽台外推；其他增建；,RPTNMLRJKHKGFAA67DA,67.3,0.0,10.14,無,,a_lvr_land_a.csv,121.566668004527,25.001236989629,萬芳社區,343.50183925660156,1,0,0,0,0,0,0,0,1996-03-28
中正區,房地(土地+建物)+車位,臺北市中正區重慶南路三段４３號五樓,43.72,住,,,1140106,土地2建物1車位1,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100915.0,248.62,3,2,2,有,有,90380000,416233,坡道平面,39.17,3200000,,RPSNMLSJMHKGFAA87DA,117.26,8.26,11.44,有,,a_lvr_land_a.csv,121.516205007916,25.027783985728,中正紀念堂,634.1058668688055,0,1,0,1,0,0,0,0,1998-12-24
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路二段３７號十二樓之１,25.98,住,,,1140102,土地2建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110629.0,240.94,3,2,2,有,有,55060000,251085,坡道平面,33.6,3000000,,RPVNMLLJMHKGFBA57DA,121.43,7.68,11.76,有,,a_lvr_land_a.csv,121.491091052705,25.024458713842,龍山寺,1491.9385405673956,0,0,0,0,0,0,1,0,1999-12-24
內湖區,房地(土地+建物),臺北市內湖區民權東路六段１２０巷１弄２號四樓,30.87,都市：其他:第三種住宅區。,,,1140111,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730130.0,100.14,3,2,1,有,無,16100000,160775,,0.0,0,其他增建；,RPTNMLKLLHKGFCA47DA,79.36,0.0,13.74,無,,a_lvr_land_a.csv,121.587307016173,25.068682979359,文德,1123.2362129856806,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物),臺北市內湖區文德路２２巷７４弄１６號七樓之１,19.86,都市：其他:第三種住宅區。,,,1140105,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880119.0,70.49000000000001,2,2,1,有,有,19880000,282026,,0.0,0,其他增建；,RPQPMLLKMHKGFCA47DA,49.52,0.0,6.07,有,142.0,a_lvr_land_a.csv,121.581135085589,25.075747498812,文德,558.143822145776,1,0,0,0,0,0,0,0,2009-07-04
內湖區,房地(土地+建物)+車位,臺北市內湖區環山路二段３０號二樓之７,52.24,都市：其他:第二種住宅區。,,,1140114,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070928.0,119.08,2,2,1,有,有,27300000,279246,坡道平面,32.06,3000000,夾層；,RPQPMLOKMHKGFCA77DA,46.02,5.66,5.28,有,143.0,a_lvr_land_a.csv,121.573231034713,25.085887003264,港墘,690.4434347212449,1,0,0,0,0,0,0,0,2009-07-04
