鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,source_file
"中正區","租賃房屋","臺北市中正區中華路二段３１１巷２６號五樓","0.0","","","","1140318","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","","加強磚造","0560509","25.63","1","0","1","有","無","無","10500","410","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPQNMLOLLHKGFAA47CC","獨立套房","無","1140401~1150331","無","熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"中正區","租賃房屋","臺北市中正區羅斯福路一段１０號四樓之２","0.0","","","","1140319","土地0建物1車位0","四層","12","住宅大樓(11層含以上有電梯)","見使用執照","鋼筋混凝土造","0711218","35.879999999999995","1","1","1","有","有","無","15000","418","","0.0","0","此為台北市社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。管理費每個月990元不包含在租金內","RPVNMLOLLHKGFAA97CC","獨立套房","有","1140331~1170330","有","冷氣、熱水器、洗衣機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區木柵路二段１９號四樓","0.0","","","","1140320","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","住家用","加強磚造","","40.36","2","1","1","有","無","有","12000","297","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPOOMLOLLHKGFAA37CC","整棟(戶)出租","無","1140329~1150328","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區木新路３段３１９號２樓","0.0","","","","1140318","土地0建物1車位0","二層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0701029","87.21","2","1","1","有","無","有","19900","228","","0.0","0","","RPROMLOLLHKGFAA67CC","整棟(戶)出租","無","1140401~1160319","無","冷氣、熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區景興路１８８號１２樓之１９","0.0","","","","1140311","土地0建物1車位0","十二層","24","住宅大樓(11層含以上有電梯)","住家用","見使用執照","0850104","43.89","1","1","1","有","有","有","18000","410","","0.0","0","2.管理費969元，租金不含管理費","RPSOMLOLLHKGFAA77CC","獨立套房","有","1140320~1150319","有","冷氣、熱水器、洗衣機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"文山區","租賃房屋","臺北市文山區景興路１８８號１９樓之６","0.0","","","","1140317","土地0建物1車位0","十九層","24","住宅大樓(11層含以上有電梯)","住家用","見使用執照","0850104","44.39","1","0","1","有","有","有","14000","315","","0.0","0","2.管理費1000元，租金不含管理費。","RPUOMLOLLHKGFAA97CC","獨立套房","有","1140320~1150319","有","冷氣、熱水器、洗衣機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區歸綏街２０９號５樓之１２","0.0","","","","1140318","土地0建物1車位0","五層","10","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0840905","38.75","1","1","1","有","有","有","18000","465","","0.0","0","續租案件；","RPRNMLOLLHKGFBA67CC","獨立套房","有","1140423~1150422","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區桂林路２６號二樓之２","0.0","","","","1140314","土地0建物1車位0","二層","19","住宅大樓(11層含以上有電梯)","一般事務所","鋼筋混凝土造","1030805","142.91","3","2","2","有","有","有","52000","364","","0.0","0","不承租車位已扣除車位面積。租賃期間含免租金裝潢期114年3月15日至114年4月15日。","RPSNMLOLLHKGFBA77CC","","有","1140401~1160331","有","冷氣、熱水器","","a_lvr_land_c.csv"
"大同區","租賃房屋","臺北市大同區延平北路二段１９７號八樓之１","0.0","","","","1140318","土地0建物1車位0","八層","11","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0680420","39.83","1","1","1","有","有","有","19800","497","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPUNMLOLLHKGFBA97CC","獨立套房","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西園路一段３４巷２６號４樓","0.0","","","","1140319","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0680124","65.3","1","2","1","有","無","有","17000","260","","0.0","0","續租案件；","RPWNMLOLLHKGFBA18CC","整棟(戶)出租","無","1140403~1150402","無","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"萬華區","租賃房屋","臺北市萬華區西園路一段３４巷２６號３樓","0.0","","","","1140319","土地0建物1車位0","三層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0680124","66.5","2","1","1","有","無","有","17000","256","","0.0","0","","RPQOMLOLLHKGFBA67CC","整棟(戶)出租","無","1140420~1150419","無","熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區吉林路２４９號三樓","0.0","","","","1140318","土地0建物1車位0","三層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0720121","105.74","0","0","0","無","無","無","42000","397","","0.0","0","","RPPNMLOLLHKGFCA57CC","","有","1140320~1150319","有","冷氣","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區復興北路４００號８樓之１","0.0","","","","1140313","土地0建物1車位0","八層","18","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0751125","57.25","1","1","1","有","有","有","33000","576","","0.0","0","","RPQNMLOLLHKGFCA67CC","整棟(戶)出租","有","1140322~1150321","有","冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區民生東路二段１４７巷６弄２３號三樓","0.0","","","","1140318","土地0建物0車位0","三層","3","公寓(5樓含以下無電梯)","","加強磚造","","50.56","3","1","2","有","無","有","23625","467","","0.0","0","此件租賃格局為2/1/1","RPTNMLOLLHKGFCA97CC","分租套房","無","1140501~1150430","無","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區民生東路一段７８號８樓之１","0.0","","","","1140320","土地0建物1車位0","八層","12","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0730605","29.97","1","1","1","有","有","有","19000","634","","0.0","0","續租案件；","RPUNMLOLLHKGFCA08CC","獨立套房","有","1140510~1150509","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區中山北路三段５５巷２８號二樓","0.0","","","","1140318","土地0建物0車位0","二層","7","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0690930","53.58","7","1","6","有","無","有","27000","504","","0.0","0","本件格局2房1廳1衛","RPVNMLOLLHKGFCA18CC","分租套房","無","1140319~1150318","有","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區中山北路三段５５巷２８號二樓","0.0","","","","1140318","土地0建物0車位0","二層","7","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0690930","26.79","7","1","6","有","無","有","14700","549","","0.0","0","租約含免租期間115/4/20-115/5/19。","RPWNMLOLLHKGFCA28CC","分租套房","無","1140420~1150519","有","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區中山北路三段５５巷２８號二樓","0.0","","","","1140318","土地0建物0車位0","二層","7","華廈(10層含以下有電梯)","商業用","鋼筋混凝土造","0690930","53.58","7","1","6","有","無","有","27000","504","","0.0","0","本件格局2房1廳1衛","RPXNMLOLLHKGFCA38CC","分租套房","無","1140319~1150318","有","冷氣、熱水器、洗衣機、電視機、冰箱","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區錦州街３０巷１１號七樓之１３","0.0","","","","1140318","土地0建物1車位0","七層","10","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0680613","21.21","1","0","1","有","有","有","11000","519","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPOOMLOLLHKGFCA57CC","獨立套房","有","1140322~1150118","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區江南街６５巷４７號五樓","0.0","","","","1140318","土地0建物1車位0","五層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0790412","105.86","3","2","2","有","無","無","32000","302","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPPOMLOLLHKGFCA67CC","整棟(戶)出租","無","1140330~1150329","無","冷氣、熱水器、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區農安街８號１１樓之９","0.0","","","","1140312","土地0建物1車位0","十一層","14","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0980622","51.21","1","0","1","有","有","有","57000","1113","","0.0","0","","RPWOMLOLLHKGFCA38CC","整棟(戶)出租","有","1140312~1140430","有","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區農安街６號１２樓之７","0.0","","","","1140316","土地0建物1車位0","十二層","14","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0980622","52.56999999999999","1","0","1","有","有","有","54000","1027","","0.0","0","","RPXOMLOLLHKGFCA48CC","整棟(戶)出租","有","1140316~1150316","有","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區農安街８號６樓之１３","0.0","","","","1140317","土地0建物1車位0","六層","14","住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造","0980622","52.55","1","0","1","有","有","有","57000","1085","","0.0","0","租金總額含管理費；水費；網路費；","RPTPMLOLLHKGFCA18CC","整棟(戶)出租","有","1140317~1140917","有","冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路","一般轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區新湖一路１５１號１樓","0.0","","","","1140313","土地0建物1車位0","一層","7","廠辦","日常用品零售業之飲食成品、糧食、水果","鋼筋混凝土造","0980623","373.53","0","0","0","無","有","無","150000","402","","0.0","0","","RPWPMLOLLHKGFCA48CC","","有","1140316~1190515","有","","","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區林森北路４７２號７樓之１３","0.0","","","","1140319","土地0建物1車位0","七層","10","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0850730","31.71","1","1","1","有","有","有","15000","473","","0.0","0","續租案件；","RPXPMLOLLHKGFCA58CC","獨立套房","有","1140409~1150408","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區內湖路一段６２９巷１０１弄１２號四樓","0.0","","","","1140320","土地0建物1車位0","四層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0700418","97.17","3","2","2","有","無","有","22500","232","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPOQMLOLLHKGFCA77CC","整棟(戶)出租","無","1140410~1150409","無","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區林森北路２５９巷９號五樓之２７","0.0","","","","1140320","土地0建物1車位0","五層","7","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0730922","33.019999999999996","1","0","1","有","有","有","14500","439","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPPQMLOLLHKGFCA87CC","獨立套房","有","1140330~1150329","有","冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區內湖路一段４１１巷９弄２４號二樓","0.0","","","","1140320","土地0建物1車位0","二層","4","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0670615","76.96","3","1","1","有","無","無","25000","325","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPRQMLOLLHKGFCA08CC","整棟(戶)出租","無","1140401~1150331","無","冷氣、熱水器、瓦斯或天然氣","社會住宅包租轉租","a_lvr_land_c.csv"
"內湖區","租賃房屋","臺北市內湖區瑞光路１２２巷４２弄１５號","0.0","","","","1140320","土地0建物1車位0","全","4","透天厝","見使用執照","鋼筋混凝土造","0860925","177.72","3","2","2","有","有","有","20000","113","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。多人共同承租2；","RPSQMLOLLHKGFCA18CC","整棟(戶)出租","無","1140404~1150403","無","冷氣、熱水器、冰箱、瓦斯或天然氣","社會住宅代管","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區建國北路三段２２巷１５號四樓","0.0","","","","1140320","土地0建物1車位0","四層","5","公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造","0811007","50.12","1","1","1","有","無","有","22000","439","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPTQMLOLLHKGFCA28CC","獨立套房","無","1140410~1150409","無","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅包租轉租","a_lvr_land_c.csv"
"中山區","租賃房屋","臺北市中山區民生東路一段７８號十二樓之６","0.0","","","","1140320","土地0建物1車位0","十二層","12","住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造","0730605","27.8","1","1","1","有","有","有","14000","504","","0.0","0","此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。","RPUQMLOLLHKGFCA38CC","獨立套房","有","1140401~1150331","有","冷氣、熱水器、洗衣機、電視機、冰箱","社會住宅代管","a_lvr_land_c.csv"
