編號,鄉鎮市區,土地位置建物門牌,租賃年月日,總額元,出租型態,租賃天數,主要用途,主要用途分類,租賃層次,租賃層次分類,總樓層數,建物型態,交易筆棟數-土地,交易筆棟數-建物,租賃住宅服務,有無管理組織,有無管理員,有無附傢俱,有無電梯,主要建材,主要建材分類,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,建物總面積平方公尺,單價元平方公尺,建築完成年月,屋齡,屋齡分類,附屬設備-冷氣,附屬設備-熱水器,附屬設備-洗衣機,附屬設備-電視機,附屬設備-冰箱,附屬設備-瓦斯或天然氣,附屬設備-有線電視,附屬設備-網路
RPPNMLRJRHIGFCA08CC,中山區,臺北市中山區新生北路二段６８巷８號六樓之１６,2023-08-10,67000,整棟(戶)出租,730,住家用,住宅類,六層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼骨造,鋼骨類,2,2,1,1,82.32,814,2016-06-02,7,5-10年,1,1,1,1,1,1,1,1
RPRNMLRJRHIGFCA28CC,中山區,臺北市中山區新生北路二段６２巷１６號１３樓之３,2023-08-28,95000,整棟(戶)出租,730,住家用,住宅類,十三層,中樓層,19,住宅大樓(11層含以上有電梯),0,1,NA,0,1,0,1,鋼骨鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,157.26,604,2016-03-22,7,5-10年,0,0,0,0,0,0,0,0
RPSNMLRJRHIGFCA38CC,中山區,臺北市中山區中山北路三段５３之１號三樓,2023-08-31,24500,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,76.55,320,1977-04-13,46,40年以上,1,1,1,0,0,1,0,0
RPUNMLRJRHIGFCA58CC,中山區,臺北市中山區南京東路二段１９０號６樓,2023-08-14,129000,整棟(戶)出租,730,住家用,住宅類,六層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,4,2,3,1,265.79,485,2010-05-28,13,10-20年,0,0,0,0,0,0,0,0
RPVNMLRJRHIGFCA68CC,內湖區,臺北市內湖區成功路四段６１巷３５弄７號之３四樓,2023-08-18,29000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,80.39999999999999,361,1983-08-09,40,30-40年,1,1,1,1,1,0,0,0
RPWNMLRJRHIGFCA78CC,中山區,臺北市中山區吉林路１６號二樓,2023-08-30,72000,NA,3013,住家用,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),1,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,2,1,216.1,333,1984-02-10,39,30-40年,0,0,0,0,0,0,0,0
RPPOMLRJRHIGFCA18CC,中山區,臺北市中山區林森北路５８５號六樓之７,2023-08-09,50000,整棟(戶)出租,365,住家用,住宅類,六層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,2,1,105.34,475,2011-07-26,12,10-20年,1,1,1,1,1,1,0,0
RPTNMLRJRHIGFDA58CC,松山區,臺北市松山區光復南路４６巷３６號１７樓之３,2023-08-18,62000,整棟(戶)出租,549,集合住宅,住宅類,十七層,中樓層,22,住宅大樓(11層含以上有電梯),0,1,NA,0,1,0,1,鋼骨鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,97.52,636,2021-02-03,2,新屋,0,0,0,0,0,0,0,0
RPUNMLRJRHIGFDA68CC,信義區,臺北市信義區松山路６０４之２號二樓,2021-06-25,25000,整棟(戶)出租,729,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,82.33,304,1974-05-22,47,40年以上,0,0,0,0,0,0,0,0
RPPOMLRJRHIGFDA28CC,松山區,臺北市松山區三民路１８號３樓,2023-08-27,53000,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,95.65,554,2014-05-30,9,5-10年,0,0,0,0,0,0,0,0
RPVOMLRJRHIGFDA88CC,信義區,臺北市信義區福德街８４巷１弄３號三樓,2023-08-25,28000,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),1,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,73.79,379,1972-08-25,51,40年以上,1,1,1,1,1,0,0,0
RPXOMLRJRHIGFDA09CC,信義區,臺北市信義區吳興街２８４巷１３弄８號四樓之３,2023-09-04,28900,整棟(戶)出租,334,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,69.28,417,1993-11-23,29,20-30年,1,1,0,0,0,1,0,0
RPPOMLRJRHIGFEA38CC,士林區,臺北市士林區忠誠路２段９８巷１號１２樓,2023-09-01,65000,整棟(戶)出租,730,住家用,住宅類,十二層,中樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,3,1,176.45999999999998,368,1985-12-05,37,30-40年,1,1,1,1,1,1,0,0
RPROMLRJRHIGFEA58CC,士林區,臺北市士林區志成街２２巷５號２樓,2023-08-27,60000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,130.66,459,1988-04-20,35,30-40年,0,0,0,0,0,0,0,0
RPWOMLRJRHIGFEA09CC,士林區,臺北市士林區福德路６０巷９號,2023-08-11,28000,整棟(戶)出租,365,住家用,住宅類,全,透天厝,1,透天厝,1,1,社會住宅代管,0,0,0,0,加強磚造,加強磚造類,4,2,2,1,121.47,231,1961-05-05,62,40年以上,1,1,0,0,0,0,0,0
RPSNMLRJRHIGFFA68CC,大安區,臺北市大安區大安路一段１６９巷１１號,2023-09-01,100000,NA,1095,住家用,住宅類,一層,低樓層,5,店面(店鋪),1,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,123.04,813,1976-08-25,47,40年以上,0,0,0,0,0,0,0,0
RPRNMLSJRHIGFAA18CC,中正區,臺北市中正區南昌路二段１８８號１５樓,2023-08-26,76000,整棟(戶)出租,365,集合住宅,住宅類,十五層,中樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,179.20999999999998,424,2012-07-27,11,10-20年,0,0,0,0,0,0,0,0
RPRNMLSJRHIGFBA28CC,萬華區,臺北市萬華區萬大路１３７巷５１號５樓,2023-08-18,17000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,45.88,371,1975-05-08,48,40年以上,0,1,0,0,0,0,0,0
RPTNMLSJRHIGFBA48CC,大同區,臺北市大同區南京西路５７號８樓之２,2023-08-30,71334,NA,1095,住家用,住宅類,八層,低樓層,19,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,101.0,706,2019-03-04,4,新屋,0,0,0,0,0,0,0,0
RPVNMLSJRHIGFBA68CC,中正區,臺北市中正區仁愛路二段６５巷１弄７號２樓之７,2023-08-29,37800,獨立套房,157,住家用,住宅類,二層,低樓層,10,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,51.36,736,2005-12-26,17,10-20年,0,0,0,0,0,0,0,0
RPQNMLSJRHIGFCA28CC,中山區,臺北市中山區林森北路３０８號８樓之３,2023-08-28,25000,整棟(戶)出租,365,住家用,住宅類,八層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼骨造,鋼骨類,1,1,1,1,34.5,725,2010-04-09,13,10-20年,0,0,0,0,0,0,0,0
RPSNMLSJRHIGFCA48CC,中山區,臺北市中山區中山北路二段１３７巷１８之１２號４樓之１,2023-08-25,77500,整棟(戶)出租,730,住家用,住宅類,四層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,121.34,639,1984-10-30,38,30-40年,0,0,0,0,0,0,0,0
RPTNMLSJRHIGFCA58CC,內湖區,臺北市內湖區內湖路三段２９０號３樓,2023-08-31,24000,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,121.69,197,1986-02-21,37,30-40年,0,1,0,0,0,1,0,0
RPUNMLSJRHIGFCA68CC,內湖區,臺北市內湖區內湖路二段２６３巷３０弄１６號４樓,2023-09-07,33000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,100.69,328,1987-01-14,36,30-40年,1,1,1,1,1,1,0,0
RPVNMLSJRHIGFCA78CC,中山區,臺北市中山區錦州街５０號１０樓之１１,2023-09-01,11000,獨立套房,365,住家用,住宅類,十層,低樓層,13,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,37.86,291,1984-09-27,38,30-40年,1,1,1,1,1,1,0,0
RPQNMLSJRHIGFDA38CC,松山區,臺北市松山區復興北路１５號１５樓之７,2023-08-30,40000,整棟(戶)出租,730,住家用,住宅類,十五層,中樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,81.75999999999999,489,1978-08-17,45,40年以上,0,0,0,0,0,0,0,0
RPSNMLSJRHIGFDA58CC,信義區,臺北市信義區基隆路一段１０１巷１號４樓,2023-08-31,72000,整棟(戶)出租,1095,集合住宅,住宅類,四層,低樓層,14,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,160.71,448,2015-11-18,7,5-10年,0,0,0,0,0,0,0,0
RPTNMLSJRHIGFDA68CC,信義區,臺北市信義區松隆路１２３巷２９號４樓,2023-08-31,35000,整棟(戶)出租,1095,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,1,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,141.23,248,1981-12-30,41,40年以上,0,0,0,0,0,0,0,0
RPQNMLSJRHIGFFA58CC,大安區,臺北市大安區忠孝東路四段３２９號８樓,2023-09-05,75000,NA,1826,住家用,住宅類,八層,低樓層,9,辦公商業大樓,0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,1,2,1,146.94,510,1980-04-29,43,40年以上,0,0,0,0,0,0,0,0
RPRNMLSJRHIGFFA68CC,大安區,臺北市大安區瑞安街２０８巷３９號３樓之１,2023-08-30,32000,獨立套房,90,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,43.480000000000004,736,2015-05-11,8,5-10年,0,0,0,0,0,0,0,0
RPSNMLSJRHIGFFA78CC,大安區,臺北市大安區和平東路二段２０１號８樓之５,2023-08-31,31000,NA,365,住家用,住宅類,八層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,0,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,69.62,445,1983-02-18,40,30-40年,0,0,0,0,0,0,0,0
RPWNMLLKRHIGFAA08CC,中正區,臺北市中正區重慶南路三段１５巷２６號２樓,2023-08-25,48000,獨立套房,91,集合住宅,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,114.34,420,2016-07-15,7,5-10年,0,0,0,0,0,0,0,0
RPRNMLLKRHIGFBA67CC,萬華區,臺北市萬華區環河南路一段７１號十一樓之２７,2023-09-01,10000,獨立套房,365,住家用,住宅類,十一層,中樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,19.099999999999998,524,1977-08-29,46,40年以上,1,1,1,1,1,0,1,1
RPUNMLLKRHIGFBA97CC,萬華區,臺北市萬華區武成街２８巷７號５樓,2023-08-28,9000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,42.88,210,1984-04-19,39,30-40年,0,1,0,0,0,0,0,0
RPXNMLLKRHIGFBA28CC,大同區,臺北市大同區迪化街二段１７２巷１１號四樓,2023-08-15,22000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,58.31,377,1973-01-06,50,40年以上,1,1,1,1,1,0,0,0
RPOOMLLKRHIGFBA47CC,萬華區,臺北市萬華區中華路二段５０４巷３３號八樓,2023-08-30,16000,整棟(戶)出租,365,住家用,住宅類,八層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,46.08,347,1979-04-03,44,40年以上,1,1,1,1,1,1,0,0
RPTNMLLKRHIGFCA97CC,中山區,臺北市中山區合江街３７號５樓,2023-08-27,50000,整棟(戶)出租,730,住家用,住宅類,五層,低樓層,11,住宅大樓(11層含以上有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,2,1,1,79.98,625,2018-05-14,5,新屋,0,0,0,0,0,0,0,0
RPWNMLLKRHIGFCA28CC,中山區,臺北市中山區興安街７３號十樓之１,2023-08-16,23000,整棟(戶)出租,365,集合住宅,住宅類,十層,低樓層,15,住宅大樓(11層含以上有電梯),0,1,社會住宅代管,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,1,2,1,105.14999999999999,219,1986-03-14,37,30-40年,1,1,1,1,1,0,0,0
RPOOMLLKRHIGFCA57CC,中山區,臺北市中山區林森北路６７巷７７號２樓,2023-09-05,30000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,1,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,97.13,309,1974-10-04,48,40年以上,0,1,0,0,0,0,0,0
RPPOMLLKRHIGFCA67CC,中山區,臺北市中山區林森北路１５９巷４６號２樓,2023-08-25,40000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,NA,1,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,81.27,492,1970-05-12,53,40年以上,0,0,0,0,0,0,0,0
RPQOMLLKRHIGFCA77CC,內湖區,臺北市內湖區環山路二段１０９巷３弄９號４樓,2023-09-06,27000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,5,公寓(5樓含以下無電梯),0,1,NA,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,103.05,262,1985-01-08,38,30-40年,1,1,0,0,1,1,0,0
RPRNMLLKRHIGFDA87CC,南港區,臺北市南港區福德街３３９巷５弄２１號四樓,2023-08-15,25000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,72.53,345,1977-05-21,46,40年以上,1,1,1,1,1,0,0,0
RPSNMLLKRHIGFDA97CC,信義區,臺北市信義區忠孝東路五段５２４巷１弄３號,2023-08-22,55751,NA,1095,住家用,住宅類,一層,低樓層,4,店面(店鋪),0,1,NA,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,0,0,0,0,87.64,636,1972-08-01,51,40年以上,0,0,0,0,0,0,0,0
RPTNMLLKRHIGFDA08CC,信義區,臺北市信義區吳興街２８４巷１３弄２號５樓之１,2023-09-10,15500,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,30.619999999999997,506,1993-11-23,29,20-30年,1,1,1,1,1,1,0,0
RPVNMLLKRHIGFDA28CC,信義區,臺北市信義區忠孝東路五段７４３巷１弄１８號２樓,2023-09-01,34000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,71.48,476,1973-11-15,49,40年以上,1,1,1,1,1,1,0,0
RPWNMLLKRHIGFDA38CC,松山區,臺北市松山區新中街４巷１４號２樓A房,2023-08-28,10000,分租雅房,365,住家用,住宅類,二層,低樓層,4,公寓(5樓含以下無電梯),1,0,NA,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,6,1,2,1,19.83,504,1970-01-27,53,40年以上,1,1,1,0,1,1,0,0
RPPNMLLKRHIGFEA77CC,北投區,臺北市北投區崗山路１８號六樓之２,2023-09-01,22000,整棟(戶)出租,365,住家用,住宅類,六層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅包租轉租,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,70.51,312,2008-10-21,14,10-20年,1,1,1,0,0,1,0,0
RPSNMLLKRHIGFEA08CC,北投區,臺北市北投區西安街二段２６７號三樓之５,2023-08-31,18000,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,NA,1,0,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,27.51,654,2009-11-23,13,10-20年,1,1,1,1,1,0,0,0
RPVNMLLKRHIGFEA38CC,北投區,臺北市北投區溫泉路１３９號二樓之２２,2023-08-31,10000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,53.809999999999995,186,1977-10-17,45,40年以上,0,0,1,1,1,0,0,0
RPQNMLMKRHIGFAA57CC,中正區,臺北市中正區泉州街１５７號８樓,2023-08-31,34000,整棟(戶)出租,365,集合住宅,住宅類,八層,低樓層,10,華廈(10層含以下有電梯),0,1,社會住宅代管,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,124.72,273,1978-12-07,44,40年以上,0,1,0,0,0,0,0,0
RPUNMLMKRHIGFAA97CC,中正區,臺北市中正區和平西路二段７８號五樓之２,2023-09-04,20000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,0,1,1,44.489999999999995,450,1980-04-16,43,40年以上,1,1,1,0,1,0,0,0
RPVNMLMKRHIGFAA08CC,中正區,臺北市中正區和平西路二段１６巷２號２樓,2023-09-03,36000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,4,華廈(10層含以下有電梯),0,1,NA,1,0,0,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,66.58,541,1973-05-03,50,40年以上,0,1,1,0,1,0,0,0
RPPNMLMKRHIGFBA57CC,大同區,臺北市大同區市民大道一段２０３號１４樓之１３,2023-09-04,51084,整棟(戶)出租,365,住家用,住宅類,十四層,中樓層,18,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼骨造,鋼骨類,2,1,1,1,113.94,448,2009-07-24,14,10-20年,0,1,1,1,1,0,0,0
RPQNMLMKRHIGFBA67CC,大同區,臺北市大同區市民大道一段２０３號７樓之３,2023-08-24,62000,整棟(戶)出租,365,住家用,住宅類,七層,低樓層,18,住宅大樓(11層含以上有電梯),0,1,NA,1,1,0,1,鋼骨造,鋼骨類,2,1,1,1,80.4,771,2009-07-24,14,10-20年,0,1,1,1,1,0,0,0
RPRNMLMKRHIGFBA77CC,萬華區,臺北市萬華區大理街１７０巷８號３樓之４,2023-09-06,22000,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,115.13,191,1981-12-24,41,40年以上,0,1,0,0,0,0,0,0
RPTNMLMKRHIGFBA97CC,萬華區,臺北市萬華區長泰街２８２巷４弄１號４樓,2023-08-22,22500,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,加強磚造,加強磚造類,2,2,1,1,70.3,320,1969-12-01,53,40年以上,1,1,1,0,1,1,0,0
RPOOMLMKRHIGFBA57CC,萬華區,臺北市萬華區寶興街１６３號５樓,2023-08-19,25000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,1,1,1,81.25,308,1978-08-09,45,40年以上,1,1,1,1,1,0,0,0
RPQOMLMKRHIGFBA77CC,萬華區,臺北市萬華區萬大路８５巷２０弄４號三樓,2023-09-05,14000,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,3,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,加強磚造,加強磚造類,3,1,1,1,59.92,234,1969-06-04,54,40年以上,1,1,1,1,1,1,0,0
RPSOMLMKRHIGFBA97CC,萬華區,臺北市萬華區桂林路１０９號８樓之５,2023-09-05,26252,整棟(戶)出租,181,住家用,住宅類,八層,低樓層,24,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,82.53,318,2019-10-08,3,新屋,1,1,1,1,1,1,0,0
RPTOMLMKRHIGFBA08CC,萬華區,臺北市萬華區長泰街２８２巷１１弄１１號４樓,2023-09-06,16000,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅包租轉租,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,2,1,1,1,85.07,188,1971-07-20,52,40年以上,1,1,0,0,0,1,0,0
RPQNMLMKRHIGFCA77CC,內湖區,臺北市內湖區內湖路一段４１１巷８７號３樓,2023-08-31,25000,整棟(戶)出租,365,住家用,住宅類,三層,低樓層,4,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,0,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,1,1,110.76,226,1979-09-22,43,40年以上,0,1,0,0,0,0,0,0
RPTNMLMKRHIGFCA08CC,內湖區,臺北市內湖區大湖山莊街２３巷８號２樓之２,2023-09-11,19800,獨立套房,365,住家用,住宅類,二層,低樓層,3,公寓(5樓含以下無電梯),1,1,社會住宅包租轉租,1,1,0,0,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,72.56,273,1993-05-10,30,20-30年,1,1,0,0,0,1,0,0
RPUNMLMKRHIGFCA18CC,中山區,臺北市中山區新生北路２段３８號１４樓之２,2023-08-19,34000,整棟(戶)出租,355,住家用,住宅類,十四層,中樓層,17,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,78.9,431,1996-07-18,27,20-30年,1,1,1,1,1,1,0,0
RPVNMLMKRHIGFCA28CC,中山區,臺北市中山區松江路２５巷５號８樓之１,2023-09-08,18000,獨立套房,365,住家用,住宅類,八層,低樓層,11,住宅大樓(11層含以上有電梯),1,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,30.700000000000003,586,2008-11-18,14,10-20年,1,1,1,1,1,0,0,0
RPXNMLMKRHIGFCA48CC,內湖區,臺北市內湖區內湖區文德路１０６號４樓之 ８,2023-09-06,19800,獨立套房,365,住家用,住宅類,四層,低樓層,10,華廈(10層含以下有電梯),2,1,社會住宅包租轉租,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,37.1,534,1996-02-06,27,20-30年,1,1,1,1,1,0,0,0
RPPOMLMKRHIGFCA77CC,中山區,臺北市中山區復興北路１９０巷２５號１３樓,2023-08-19,46000,整棟(戶)出租,730,集合住宅,住宅類,十三層,中樓層,15,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,1,1,92.33000000000001,498,1986-06-09,37,30-40年,1,1,1,1,1,1,0,0
RPPNMLMKRHIGFDA77CC,信義區,臺北市信義區永吉路３０巷１５７弄２１號二樓之１,2023-09-01,32000,獨立套房,365,住家用,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),1,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,1,1,1,1,54.510000000000005,587,2012-01-19,11,10-20年,1,1,1,1,1,0,1,1
RPQNMLMKRHIGFDA87CC,南港區,臺北市南港區成福路２６２號五樓,2023-08-21,18000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,85.07,212,1985-01-04,38,30-40年,1,1,1,1,1,0,0,0
RPRNMLMKRHIGFEA08CC,士林區,臺北市士林區天母東路８５號六樓,2023-08-31,100000,整棟(戶)出租,365,住家用,住宅類,六層,低樓層,7,華廈(10層含以下有電梯),1,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,4,2,2,1,172.86999999999998,578,1985-09-10,37,30-40年,1,1,1,1,1,1,0,0
RPSNMLMKRHIGFEA18CC,士林區,臺北市士林區士東路４６巷４７號２樓,2023-09-07,23000,整棟(戶)出租,365,住家用,住宅類,二層,低樓層,7,華廈(10層含以下有電梯),0,1,社會住宅代管,1,1,0,1,鋼筋混凝土造,鋼筋混凝土造類,2,2,2,1,121.35,190,1985-06-29,38,30-40年,0,1,0,0,0,0,0,0
RPTNMLMKRHIGFEA28CC,士林區,臺北市士林區永公路５巷５號,2023-09-06,100000,整棟(戶)出租,3652,住家用,住宅類,全,透天厝,2,透天厝,0,1,NA,0,0,0,0,加強磚造,加強磚造類,5,2,3,1,223.11,448,1970-02-04,53,40年以上,1,1,1,0,1,0,0,0
RPVNMLMKRHIGFEA48CC,士林區,臺北市士林區中山北路７段１４巷２-２號４樓,2023-08-18,57500,整棟(戶)出租,365,住家用,住宅類,四層,低樓層,12,住宅大樓(11層含以上有電梯),0,1,NA,1,1,1,1,鋼筋混凝土造,鋼筋混凝土造類,3,2,2,1,150.69,382,1980-04-30,43,40年以上,1,1,1,1,1,1,0,0
RPXNMLMKRHIGFEA68CC,士林區,臺北市士林區華齡街２３巷８號５樓,2023-08-24,30000,整棟(戶)出租,365,住家用,住宅類,五層,低樓層,5,公寓(5樓含以下無電梯),0,1,社會住宅代管,0,0,1,0,鋼筋混凝土造,鋼筋混凝土造類,4,1,1,1,98.81,304,1981-07-14,42,40年以上,1,1,0,0,0,0,0,0
