Unnamed: 0,出入口名稱,經度,緯度,站名,文湖線,淡水信義線,新北投支線,松山新店線,小碧潭支線,中和新蘆線,板南線,環狀線,通車日期
279,頭前庄站出口1,121.460303,25.039844,頭前庄,0,0,0,0,0,1,0,0,2012-01-05
280,頭前庄站出口2,121.460931,25.039068,頭前庄,0,0,0,0,0,1,0,0,2012-01-05
281,頭前庄站出口3,121.462247,25.039853,頭前庄,0,0,0,0,0,1,0,0,2012-01-05
282,頭前庄站出口4,121.46227,25.04026,頭前庄,0,0,0,0,0,1,0,0,2012-01-05
273,輔大站出口1,121.435264,25.032932,輔大,0,0,0,0,0,1,0,0,2012-01-05
274,輔大站出口2,121.435277,25.032315,輔大,0,0,0,0,0,1,0,0,2012-01-05
275,輔大站出口3,121.436541,25.032776,輔大,0,0,0,0,0,1,0,0,2012-01-05
276,輔大站出口4,121.436534,25.0330162,輔大,0,0,0,0,0,1,0,0,2012-01-05
277,新莊站出口1,121.4524435,25.03630271,新莊,0,0,0,0,0,1,0,0,2012-01-05
278,新莊站出口2,121.4525,25.036014,新莊,0,0,0,0,0,1,0,0,2012-01-05
283,先嗇宮站出口1,121.471319,25.046497,先嗇宮,0,0,0,0,0,1,0,0,2012-01-05
284,先嗇宮站出口2,121.4711596,25.0460821,先嗇宮,0,0,0,0,0,1,0,0,2012-01-05
285,先嗇宮站出口3,121.471789,25.04629545,先嗇宮,0,0,0,0,0,1,0,0,2012-01-05
286,三重站出口1,121.4833034,25.05535171,三重,0,0,0,0,0,1,0,0,2012-01-05
287,三重站出口2,121.4844522,25.05561671,三重,0,0,0,0,0,1,0,0,2012-01-05
288,三重站出口3,121.4849832,25.05613362,三重,0,0,0,0,0,1,0,0,2012-01-05
289,菜寮站出口1,121.490673,25.05971,菜寮,0,0,0,0,0,1,0,0,2012-01-05
290,菜寮站出口2,121.491106,25.059287,菜寮,0,0,0,0,0,1,0,0,2012-01-05
291,菜寮站出口3,121.492111,25.060556,菜寮,0,0,0,0,0,1,0,0,2012-01-05
292,台北橋站出口,121.500281,25.062966,台北橋,0,0,0,0,0,1,0,0,2012-01-05
305,東門站出口1,121.527994,25.034157,東門,0,1,0,0,0,1,0,0,2012-09-30
306,東門站出口2,121.527565,25.03422,東門,0,1,0,0,0,1,0,0,2012-09-30
307,東門站出口3,121.527854,25.033676,東門,0,1,0,0,0,1,0,0,2012-09-30
308,東門站出口4,121.528879,25.033646,東門,0,1,0,0,0,1,0,0,2012-09-30
309,東門站出口5,121.529506,25.033564,東門,0,1,0,0,0,1,0,0,2012-09-30
310,東門站出口6,121.529957,25.033924,東門,0,1,0,0,0,1,0,0,2012-09-30
311,東門站出口7,121.529678,25.033962,東門,0,1,0,0,0,1,0,0,2012-09-30
312,東門站出口8,121.528965,25.034074,東門,0,1,0,0,0,1,0,0,2012-09-30
323,迴龍站出口1,121.411195,25.021829,迴龍,0,0,0,0,0,1,0,0,2013-06-29
324,迴龍站出口2,121.41077,25.02118,迴龍,0,0,0,0,0,1,0,0,2013-06-29
325,迴龍站出口3,121.4125638,25.0225398,迴龍,0,0,0,0,0,1,0,0,2013-06-29
326,丹鳳站出口1,121.42231,25.02899,丹鳳,0,0,0,0,0,1,0,0,2013-06-29
327,丹鳳站出口2,121.422615,25.028742,丹鳳,0,0,0,0,0,1,0,0,2013-06-29
253,象山站出口1,121.569334,25.0330078,象山,0,1,0,0,0,0,0,0,2013-11-24
254,象山站出口2,121.569921,25.032375,象山,0,1,0,0,0,0,0,0,2013-11-24
255,象山站出口3,121.57062,25.032974,象山,0,1,0,0,0,0,0,0,2013-11-24
256,台北101/世貿站出口1,121.561671,25.033107,台北101/世貿,0,1,0,0,0,0,0,0,2013-11-24
257,台北101/世貿站出口2,121.5619435,25.03284073,台北101/世貿,0,1,0,0,0,0,0,0,2013-11-24
258,台北101/世貿站出口3,121.563646,25.032742,台北101/世貿,0,1,0,0,0,0,0,0,2013-11-24
259,台北101/世貿站出口4,121.564112,25.033034,台北101/世貿,0,1,0,0,0,0,0,0,2013-11-24
260,台北101/世貿站出口5,121.563292,25.033102,台北101/世貿,0,1,0,0,0,0,0,0,2013-11-24
261,信義安和站出口1,121.552602,25.033377,信義安和,0,1,0,0,0,0,0,0,2013-11-24
262,信義安和站出口2,121.552332,25.033032,信義安和,0,1,0,0,0,0,0,0,2013-11-24
263,信義安和站出口2A,121.552582,25.032848,信義安和,0,1,0,0,0,0,0,0,2013-11-24
264,信義安和站出口3,121.553282,25.033022,信義安和,0,1,0,0,0,0,0,0,2013-11-24
265,信義安和站出口4,121.5534,25.033022,信義安和,0,1,0,0,0,0,0,0,2013-11-24
266,信義安和站出口5,121.553526,25.033326,信義安和,0,1,0,0,0,0,0,0,2013-11-24
267,大安森林公園站出口1,121.534442,25.033693,大安森林公園,0,1,0,0,0,0,0,0,2013-11-24
268,大安森林公園站出口2,121.534487,25.033391,大安森林公園,0,1,0,0,0,0,0,0,2013-11-24
269,大安森林公園站出口3,121.534882,25.033396,大安森林公園,0,1,0,0,0,0,0,0,2013-11-24
270,大安森林公園站出口4,121.535292,25.033391,大安森林公園,0,1,0,0,0,0,0,0,2013-11-24
271,大安森林公園站出口5,121.535989,25.033369,大安森林公園,0,1,0,0,0,0,0,0,2013-11-24
272,大安森林公園站出口6,121.535952,25.033654,大安森林公園,0,1,0,0,0,0,0,0,2013-11-24
356,北門站出口1,121.509986,25.048861,北門,0,0,0,1,0,0,0,0,2014-11-15
357,北門站出口2,121.510506,25.049583,北門,0,0,0,1,0,0,0,0,2014-11-15
358,北門站出口3,121.510227,25.049943,北門,0,0,0,1,0,0,0,0,2014-11-15
359,台北小巨蛋站出口1,121.55153,25.051836,台北小巨蛋,0,0,0,1,0,0,0,0,2014-11-15
360,台北小巨蛋站出口2,121.550715,25.051571,台北小巨蛋,0,0,0,1,0,0,0,0,2014-11-15
361,台北小巨蛋站出口3,121.552549,25.05152,台北小巨蛋,0,0,0,1,0,0,0,0,2014-11-15
362,台北小巨蛋站出口4,121.552898,25.051534,台北小巨蛋,0,0,0,1,0,0,0,0,2014-11-15
363,台北小巨蛋站出口5,121.552069,25.051838,台北小巨蛋,0,0,0,1,0,0,0,0,2014-11-15
364,南京三民站出口1,121.563203,25.051633,南京三民,0,0,0,1,0,0,0,0,2014-11-15
365,南京三民站出口2,121.563073,25.051215,南京三民,0,0,0,1,0,0,0,0,2014-11-15
366,南京三民站出口3,121.564595,25.051328,南京三民,0,0,0,1,0,0,0,0,2014-11-15
367,南京三民站出口4,121.56471,25.051588,南京三民,0,0,0,1,0,0,0,0,2014-11-15
368,松山站出口1,121.577022,25.050171,松山,0,0,0,1,0,0,0,0,2014-11-15
369,松山站出口2,121.576244,25.050171,松山,0,0,0,1,0,0,0,0,2014-11-15
370,松山站出口3,121.577533,25.049939,松山,0,0,0,1,0,0,0,0,2014-11-15
371,松山站出口4,121.577971,25.049799,松山,0,0,0,1,0,0,0,0,2014-11-15
372,松山站出口5,121.577782,25.050559,松山,0,0,0,1,0,0,0,0,2014-11-15
0,頂埔站出口1,121.4183364,24.9593267,頂埔,0,0,0,0,0,0,1,0,2015-07-06
1,頂埔站出口2,121.4183575,24.95894725,頂埔,0,0,0,0,0,0,1,0,2015-07-06
2,頂埔站出口3,121.4192802,24.95950272,頂埔,0,0,0,0,0,0,1,0,2015-07-06
3,頂埔站出口4,121.4199687,24.96025528,頂埔,0,0,0,0,0,0,1,0,2015-07-06
373,十四張站出口,121.527701,24.984467,十四張,0,0,0,0,0,0,0,1,2020-01-31
374,秀朗橋站出口1,121.5253895,24.99053445,秀朗橋,0,0,0,0,0,0,0,1,2020-01-31
375,秀朗橋站出口2,121.52494,24.99054002,秀朗橋,0,0,0,0,0,0,0,1,2020-01-31
376,景平站出口,121.51625,24.991926,景平,0,0,0,0,0,0,0,1,2020-01-31
377,中和站出口,121.4964906,25.00221178,中和,0,0,0,0,0,0,0,1,2020-01-31
378,橋和站出口,121.490278,25.004803,橋和,0,0,0,0,0,0,0,1,2020-01-31
379,中原站出口,121.4841593,25.0084104,中原,0,0,0,0,0,0,0,1,2020-01-31
380,板新站出口,121.4722124,25.0144914,板新,0,0,0,0,0,0,0,1,2020-01-31
383,新埔民生站出口,121.466839,25.026125,新埔民生,0,0,0,0,0,0,1,1,2020-01-31
384,幸福站出口1,121.460146,25.050126,幸福,0,0,0,0,0,0,0,1,2020-01-31
385,幸福站出口2,121.4602357,25.04975928,幸福,0,0,0,0,0,0,0,1,2020-01-31
386,新北產業園區站出口,121.459774,25.061564,新北產業園區,0,0,0,0,0,0,0,1,2020-01-31
