"鄉鎮市區","總額元","租賃年月日","出租型態","租賃層次(四類)","總樓層數","建物型態","交易筆棟數-土地","交易筆棟數-建物","租賃住宅服務","租賃天數","有無管理組織","有無管理員","有無附傢俱","有無電梯","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物現況格局-隔間","建物總面積平方公尺","屋齡","建材分類","附屬設備-冷氣","附屬設備-熱水器","附屬設備-洗衣機","附屬設備-電視機","附屬設備-冰箱","附屬設備-瓦斯或天然氣","附屬設備-有線電視","附屬設備-網路","捷運站距離(公尺)","附近建物單位成交均價","捷運線","Predicted","AbsError","MAPE"
"大安區",80000,19902,"未知","低樓層",11,"住宅大樓(11層含以上有電梯)",0,2,"未知",1128,1,1,0,1,0,0,0,0,242.2,34,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,534.264219385998,402.375,"文湖線",85321.0210733233,5321.02107332331,0.0665127634165414
"文山區",27000,19914,"整棟(戶)出租","低樓層",8,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,2,1,1,1,55.83,28,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,69.5767624071528,290.466666666667,"文湖線",21144.3434297485,5855.65657025149,0.216876169268574
"內湖區",29000,19903,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,2,2,1,116.64,39,"鋼筋混凝土造類",1,1,0,1,0,0,0,0,428.804913637466,310.428571428571,"文湖線",28167.6439582347,832.35604176527,0.0287019324746645
"南港區",27500,19909,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,2,1,2,1,82.39,26,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,598.736861780508,349.2,"板南線",24877.9376270379,2622.06237296213,0.0953477226531683
"士林區",13000,19909,"獨立套房","低樓層",4,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,25.19,7,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,4117.66366346931,255,"淡水信義線",12969.3396275549,30.6603724450943,0.00235849018808417
"士林區",13000,19919,"獨立套房","低樓層",11,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",1094,1,1,1,1,1,0,1,1,26.91,27,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,454.478959343099,524.566666666667,"淡水信義線",12703.5481024399,296.451897560148,0.0228039921200114
"士林區",13000,19909,"獨立套房","低樓層",4,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",607,1,1,0,1,1,0,1,1,25.04,7,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,4117.66366346931,255,"淡水信義線",12950.5428548541,49.4571451458996,0.00380439578045382
"文山區",15000,19899,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,0,0,1,0,3,1,1,1,124.23,47,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,1294.67250257338,253.533333333333,"松山新店線",19818.6653779243,4818.66537792431,0.321244358528287
"文山區",25000,19920,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,2,2,1,1,97.04,39,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1662.0122948035,255.592592592593,"文湖線",19811.5972865158,5188.40271348416,0.207536108539366
"大同區",19000,19912,"獨立套房","低樓層",6,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,0,1,1,1,0,1,1,81.05,27,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,448.804640391353,389.766666666667,"中和新蘆線",20169.2820506695,1169.2820506695,0.0615411605615524
"萬華區",15000,19907,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,1,1,1,58.86,49,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,1619.19490515537,345.933333333333,"中和新蘆線",17007.2417091092,2007.24170910921,0.133816113940614
"萬華區",11500,19908,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,1,1,1,1,31.6,49,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1491.18137745218,388.766666666667,"板南線",12549.4836990298,1049.48369902982,0.0912594520895493
"內湖區",22000,19905,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",1,1,"未知",381,1,0,1,1,1,1,1,1,34.1,17,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,449.424385638457,649.5,"文湖線",23221.2320271382,1221.23202713815,0.0555105466880977
"中山區",57000,19915,"整棟(戶)出租","中樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,2,1,1,1,128.15,8,"鋼骨類",1,1,1,1,1,0,0,0,545.54092172368,430.038461538462,"文湖線",66529.4171175636,9529.41711756363,0.167182756448485
"信義區",28500,19916,"獨立套房","中樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,42.99,15,"鋼骨類",1,1,1,1,1,0,0,0,460.311558519977,644.8,"淡水信義線",21193.2712884448,7306.72871155524,0.256376446019482
"信義區",15000,19899,"整棟(戶)出租","低樓層",3,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,1,1,1,82.77,58,"加強磚造類",1,1,1,1,1,1,0,0,688.474512033533,450.3,"松山新店線",25457.5416446649,10457.5416446649,0.697169442977658
"士林區",292000,19899,"整棟(戶)出租","透天厝",2,"透天厝",0,1,"未知",729,0,0,0,0,5,2,3,1,368.86,49,"加強磚造類",0,1,0,0,0,0,0,0,2727.02232686138,991.5,"淡水信義線",221651.238222069,70348.7617779308,0.240920417047708
"北投區",20000,19920,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,3,2,1,1,89.53,37,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,852.15981267495,251.888888888889,"淡水信義線",21780.3317688143,1780.33176881428,0.0890165884407141
"文山區",23000,19915,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,3,1,1,1,65.68,51,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,897.098131718773,311.566666666667,"文湖線",18742.4319026372,4257.56809736279,0.185111656407078
"萬華區",13000,19915,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,2,1,1,1,42.43,47,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,1190.37285192114,291.533333333333,"板南線",13521.1288266867,521.128826686749,0.0400868328220576
"萬華區",11500,19921,"獨立套房","低樓層",8,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,33.83,43,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,831.240176152467,276.466666666667,"板南線",13861.6117601505,2361.61176015053,0.205357544360915
"內湖區",10500,19895,"分租套房","低樓層",4,"公寓(5樓含以下無電梯)",1,0,"未知",364,0,0,1,0,5,0,5,1,16.53,46,"鋼筋混凝土造類",1,0,0,1,1,0,0,0,915.566611037046,361.5,"文湖線",9914.49803396768,585.501966032316,0.0557620920030777
"中山區",26500,19905,"獨立套房","低樓層",5,"華廈(10層含以下有電梯)",0,1,"未知",364,1,0,1,1,1,1,1,1,40.51,32,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,189.357178890221,491.666666666667,"文湖線",23255.5890854154,3244.41091458457,0.122430600550361
"中山區",26000,19915,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,3,1,1,1,68.59,47,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,212.747464051012,483.533333333333,"淡水信義線",23196.046884076,2803.95311592403,0.107844350612463
"內湖區",58000,19900,"未知","低樓層",5,"店面(店鋪)",0,1,"未知",2190,0,0,0,0,3,3,1,1,204.83,42,"鋼筋混凝土造類",1,0,0,0,0,0,0,0,454.874811707169,302.172413793103,"文湖線",65830.0069950631,7830.00699506314,0.135000120604537
"北投區",78000,19894,"整棟(戶)出租","低樓層",25,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,2,2,2,1,178.69,7,"鋼骨類",1,1,1,1,1,1,0,0,394.967219695005,429.433333333333,"淡水信義線",79017.5098910466,1017.50989104663,0.013044998603162
"大同區",63000,19902,"整棟(戶)出租","中樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,3,1,2,1,137.04,14,"鋼骨類",1,1,1,1,1,1,0,0,296.141766413864,650.166666666667,"淡水信義線",75003.1537399057,12003.1537399057,0.190526249839773
"中山區",90000,19895,"整棟(戶)出租","中樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,3,2,2,1,130.82,1,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,399.210545794404,519.333333333333,"中和新蘆線",79712.1092752728,10287.8907247272,0.114309896941414
"中山區",52500,19898,"整棟(戶)出租","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,2,1,1,1,89.73,12,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,355.137286602129,480.133333333333,"中和新蘆線",55607.0003362688,3107.00033626876,0.0591809587860717
"中山區",40000,19908,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",364,0,0,0,1,3,2,2,1,117.27,40,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,472.68470395327,416.833333333333,"中和新蘆線",39581.5853857224,418.414614277623,0.0104603653569406
"文山區",30000,19905,"整棟(戶)出租","中樓層",16,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,2,2,2,1,124.17,25,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,254.259487995983,235.8,"松山新店線",35079.6741504256,5079.67415042561,0.169322471680854
"大同區",48000,19903,"獨立套房","低樓層",19,"住宅大樓(11層含以上有電梯)",0,1,"一般轉租",364,1,1,1,1,1,1,1,1,63.82,5,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,116.009102344176,659.566666666667,"淡水信義線",47388.8446570193,611.155342980688,0.0127324029787643
"南港區",18000,19922,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,1,0,1,1,49.49,22,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,654.581491814036,314.705882352941,"板南線",19505.0986578381,1505.09865783814,0.0836165921021188
"北投區",16300,19921,"獨立套房","低樓層",10,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,35.2,16,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,773.734593545025,257.862068965517,"新北投支線",14271.596151098,2028.403848902,0.124441953920368
"北投區",21500,19899,"整棟(戶)出租","透天厝",2,"透天厝",0,1,"社會住宅代管",364,0,0,1,0,2,1,1,1,143.16,55,"加強磚造類",1,1,1,1,1,0,0,0,133.464846158098,338.4,"淡水信義線",21191.7549723674,308.245027632609,0.0143369780294237
"士林區",15000,19909,"整棟(戶)出租","低樓層",2,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,0,0,1,0,2,1,1,1,64.6,57,"加強磚造類",1,1,1,1,1,1,0,0,1603.67541291516,274.7,"淡水信義線",14555.6203127083,444.379687291694,0.0296253124861129
"北投區",13000,19920,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,1,0,1,1,35.67,29,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,167.925596135388,264.8,"新北投支線",12301.6389214559,698.36107854412,0.0537200829649323
"大安區",42000,19904,"整棟(戶)出租","低樓層",6,"華廈(10層含以下有電梯)",0,1,"未知",364,1,1,1,1,2,2,1,1,58.54,10,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,326.150454772056,513.3,"淡水信義線",40375.3741614359,1624.62583856412,0.03868156758486
"內湖區",10000,19925,"整棟(戶)出租","低樓層",8,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,3,2,1,1,91.08,26,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,604.623719347568,288.7,"文湖線",28005.6711274939,18005.6711274939,1.80056711274939
"文山區",15000,19923,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,0,0,1,0,3,1,1,1,96.75,48,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,1868.64814493955,261.9,"松山新店線",17815.4856232573,2815.4856232573,0.187699041550487
"文山區",14000,19922,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,36.46,15,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,1023.38507098738,296.384615384615,"文湖線",15411.0375385037,1411.03753850369,0.100788395607407
"萬華區",23000,19928,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"未知",376,0,0,0,0,2,1,1,1,79.17,45,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1481.7361466433,290.733333333333,"板南線",20873.5673088444,2126.43269115557,0.0924535952676336
"萬華區",28000,19915,"整棟(戶)出租","低樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,2,1,1,1,78.58,4,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,385.139102173753,365.366666666667,"板南線",39565.9020958878,11565.9020958878,0.413067931995993
"中山區",15000,19923,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1094,1,0,1,0,1,0,1,1,41.87,32,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,613.688536689372,705.133333333333,"淡水信義線",16549.8336455771,1549.83364557708,0.103322243038472
"中山區",35000,19918,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,3,2,1,1,120.32,56,"加強磚造類",0,1,0,0,0,0,0,0,340.493379602437,629.842105263158,"松山新店線",27789.1843898324,7210.81561016761,0.206023303147646
"松山區",40000,19920,"未知","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"未知",364,0,0,0,0,3,2,2,1,99.73,51,"鋼筋混凝土造類",1,0,0,0,0,0,0,0,832.981905354472,653.033333333333,"松山新店線",46818.6197666673,6818.61976666725,0.170465494166681
"南港區",20800,19913,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,3,2,1,1,68.58,49,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,693.436351666252,372.966666666667,"板南線",21676.6033871343,876.603387134266,0.0421443936122243
"松山區",64000,19919,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"一般轉租",364,0,0,1,0,4,3,2,1,122.02,57,"鋼筋混凝土造類",1,1,1,0,1,0,0,1,240.853019262829,574.5,"松山新店線",52457.0874754878,11542.9125245122,0.180358008195503
"信義區",31200,19923,"整棟(戶)出租","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",729,1,1,1,1,3,2,2,1,136.27,22,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,802.265167730726,484.266666666667,"淡水信義線",31829.8055448354,629.805544835366,0.0201860751549797
"松山區",102280,19916,"整棟(戶)出租","中樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,0,1,3,2,2,1,251.58,20,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,410.770445636187,391.346153846154,"文湖線",118969.300923258,16689.3009232582,0.163172672304049
"信義區",27500,19916,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,2,2,1,1,71.02,52,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,404.354583942696,431.833333333333,"板南線",25702.2989652783,1797.70103472174,0.0653709467171541
"士林區",13000,19908,"獨立套房","低樓層",4,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",1094,1,1,1,1,1,0,1,1,26.57,7,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,4117.66366346931,255,"淡水信義線",13039.968560546,39.9685605460127,0.00307450465738559
"中山區",58000,19930,"未知","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"未知",1825,0,0,0,0,0,0,0,0,168.97,40,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,566.697361862788,416.7,"文湖線",65938.0082267783,7938.0082267783,0.136862210806522
"中山區",80000,19909,"整棟(戶)出租","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,3,2,2,1,138.75,14,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,296.292768842438,462.2,"中和新蘆線",69342.3038867443,10657.6961132557,0.133221201415697
"文山區",19900,19926,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,1,1,1,89.2,46,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,342.628561290238,342.133333333333,"松山新店線",24031.2142287304,4131.21422873036,0.207598704961325
"文山區",9500,19921,"獨立套房","低樓層",17,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,29.15,27,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,886.125395819651,304.481481481481,"文湖線",11045.487790866,1545.48779086597,0.162682925354313
"大同區",25750,19916,"整棟(戶)出租","低樓層",9,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,0,1,2,2,1,1,72.5,40,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,395.843719297375,346.882352941176,"中和新蘆線",25152.6586858962,597.341314103764,0.0231977209360685
"中山區",14000,19913,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,37.58,39,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,620.199781217106,459.1,"淡水信義線",15558.590766572,1558.59076657202,0.111327911898001
"中山區",16000,19923,"獨立套房","低樓層",6,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",364,1,1,1,1,1,0,1,1,39.62,29,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,546.120409822459,518.866666666667,"松山新店線",17220.2288703023,1220.22887030233,0.0762643043938954
"中山區",67000,19914,"整棟(戶)出租","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,2,1,1,1,88.99,12,"鋼筋混凝土造類",1,1,1,1,1,0,1,1,355.137286602129,480.133333333333,"中和新蘆線",60823.1923705927,6176.80762940733,0.0921911586478705
"中山區",45000,19926,"整棟(戶)出租","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,1,1,1,1,1,1,69.9,5,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,376.637678206377,529.166666666667,"淡水信義線",52465.573639156,7465.57363915602,0.165901636425689
"內湖區",32000,19930,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,2,1,1,119.13,40,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,502.636906188646,358,"文湖線",29002.9606535547,2997.03934644529,0.0936574795764154
"南港區",22000,19920,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,1,0,3,1,1,1,64.73,48,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,430.330294985586,374.307692307692,"板南線",23199.5499386771,1199.54993867706,0.0545249972125938
"信義區",112000,19919,"整棟(戶)出租","中樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"一般轉租",92,1,1,1,1,2,2,1,1,105.66,13,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,171.957410113042,881.633333333333,"文湖線",98251.4250071565,13748.5749928435,0.122755133864674
"松山區",80000,19921,"整棟(戶)出租","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"未知",364,1,1,0,1,3,2,2,1,108.73,47,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,486.14348403182,508.866666666667,"板南線",53596.1634490913,26403.8365509087,0.330047956886359
"士林區",27000,19924,"整棟(戶)出租","低樓層",2,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",248,0,0,1,0,3,1,1,1,61.19,58,"加強磚造類",1,1,1,0,0,0,0,0,330.40118950721,350.5,"淡水信義線",21883.048887931,5116.95111206895,0.189516707854406
"北投區",98340,19919,"整棟(戶)出租","低樓層",9,"華廈(10層含以下有電梯)",0,1,"未知",364,1,0,0,1,3,2,2,1,193.23,9,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,248.425837146259,439.833333333333,"淡水信義線",79764.6919707643,18575.3080292357,0.188888631576527
"大安區",17500,19916,"整棟(戶)出租","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,2,1,1,1,49.69,36,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,114.459653894162,389.047619047619,"文湖線",23668.4416605065,6168.44166050647,0.35248238060037
"大同區",16000,19919,"獨立套房","低樓層",10,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,33.14,37,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,704.831939697788,384.3,"中和新蘆線",17818.4967463395,1818.4967463395,0.113656046646219
"北投區",18000,19929,"整棟(戶)出租","低樓層",2,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,2,1,1,1,35,56,"加強磚造類",1,1,1,0,1,0,0,0,337.277258699522,322.375,"淡水信義線",17948.3743221018,51.6256778981551,0.00286809321656417
"士林區",14000,19924,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",729,1,1,1,1,1,0,1,1,36.71,29,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,1587.72051201091,300.782608695652,"淡水信義線",13146.6322432417,853.367756758329,0.0609548397684521
"士林區",26500,19915,"整棟(戶)出租","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,0,1,1,3,1,1,1,82.14,20,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,1895.48488923777,333.888888888889,"淡水信義線",24875.7887493153,1624.2112506847,0.0612909905918756
"大安區",52000,19933,"整棟(戶)出租","低樓層",11,"住宅大樓(11層含以上有電梯)",0,1,"未知",1125,1,1,1,1,3,2,2,1,115.44,34,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,538.006245283141,420.727272727273,"文湖線",49265.6472268359,2734.35277316413,0.0525837071762333
"文山區",21000,19930,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,0,0,3,2,1,1,87.81,46,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,601.153959794235,221.125,"松山新店線",22705.9619160222,1705.96191602222,0.0812362817153439
"文山區",12000,19926,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",326,1,1,1,1,1,0,1,1,49.69,29,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,736.460751589219,263.583333333333,"松山新店線",14518.3337688718,2518.33376887178,0.209861147405981
"文山區",20000,19933,"獨立套房","低樓層",11,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,1,1,1,39.09,30,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,1320.63951622335,317.6,"文湖線",15276.1845921813,4723.81540781875,0.236190770390937
"大同區",19000,19906,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"未知",729,0,0,0,0,1,1,1,1,59.64,31,"鋼筋混凝土造類",1,0,0,0,1,1,0,0,344.535427767185,506.566666666667,"淡水信義線",25336.905834479,6336.90583447904,0.333521359709423
"萬華區",13500,19931,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,2,1,1,1,36.77,49,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,788.643746943212,339.733333333333,"板南線",12835.1719271338,664.828072866241,0.0492465239160179
"大同區",12000,19932,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",361,0,0,0,0,1,1,1,1,36.67,49,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,493.821474517413,375.4,"中和新蘆線",13577.0763013839,1577.07630138392,0.131423025115327
"大同區",22000,19933,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",364,0,0,0,0,3,1,1,1,78.99,40,"鋼筋混凝土造類",0,1,0,0,0,1,0,0,249.462124498354,455.966666666667,"中和新蘆線",17620.2414809722,4379.75851902785,0.199079932683084
"中山區",15000,19926,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",363,1,1,0,1,1,0,1,1,45.94,53,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,179.355331584662,509.6,"淡水信義線",14989.2365335825,10.7634664175403,0.000717564427836017
"中山區",15000,19926,"獨立套房","低樓層",6,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,0,1,1,38.73,44,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,400.518273799727,464.8,"淡水信義線",16823.1576190595,1823.15761905952,0.121543841270635
"信義區",185220,19905,"獨立套房","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"一般轉租",91,1,1,1,1,2,1,2,1,159,8,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,107.046484736033,510.133333333333,"板南線",186911.408387684,1691.40838768377,0.00913188849845464
"信義區",22000,19917,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",1,1,"未知",729,0,0,0,0,3,2,2,1,111.02,36,"鋼筋混凝土造類",1,0,0,0,1,0,0,0,1447.09071068905,248,"文湖線",26569.5235912478,4569.52359124784,0.207705617783993
"松山區",46000,19913,"未知","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"未知",364,0,0,0,0,1,1,1,1,59.51,41,"鋼筋混凝土造類",0,1,0,0,0,1,0,0,1362.21578827898,353.826086956522,"松山新店線",27815.4699358643,18184.5300641357,0.395315870959472
"萬華區",18000,19931,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",364,0,0,1,0,2,1,1,1,58.71,55,"加強磚造類",1,0,0,0,0,0,0,0,411.58789398356,397.909090909091,"板南線",18208.6375812024,208.637581202351,0.0115909767334639
"中山區",15000,19928,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,1,1,1,38.08,37,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,587.911551018946,490.3,"松山新店線",17939.1405819765,2939.14058197654,0.195942705465103
"中山區",25000,19928,"獨立套房","低樓層",7,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",364,1,1,1,1,1,1,1,1,38.59,53,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,179.355331584662,509.6,"淡水信義線",16370.3574108223,8629.64258917773,0.345185703567109
"中山區",85000,19908,"整棟(戶)出租","中樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"未知",729,1,1,1,1,2,1,1,1,100.67,13,"鋼骨類",1,1,1,1,1,1,1,1,22.0620104166635,591.466666666667,"松山新店線",64012.9288126608,20987.0711873392,0.246906719851049
