"鄉鎮市區","總額元","租賃年月日","出租型態","租賃層次(四類)","總樓層數","建物型態","交易筆棟數-土地","交易筆棟數-建物","租賃住宅服務","租賃天數","有無管理組織","有無管理員","有無附傢俱","有無電梯","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物現況格局-隔間","建物總面積平方公尺","屋齡","建材分類","附屬設備-冷氣","附屬設備-熱水器","附屬設備-洗衣機","附屬設備-電視機","附屬設備-冰箱","附屬設備-瓦斯或天然氣","附屬設備-有線電視","附屬設備-網路","捷運站距離(公尺)","附近建物單位成交均價","捷運線","Predicted","AbsError","MAPE"
"北投區",35000,19671,"整棟(戶)出租","低樓層",5,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",365,1,1,1,1,2,1,1,1,91.82,2,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,539.80579824087,279.826086956522,"淡水信義線",27585.8791757478,7414.12082425225,0.211832023550064
"文山區",28000,19674,"整棟(戶)出租","低樓層",10,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",365,1,1,0,1,3,2,2,1,115.38,15,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1094.7517088998,335,"松山新店線",30060.030896954,2060.03089695402,0.073572532034072
"大同區",20000,19684,"獨立套房","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",365,1,1,1,1,1,0,1,1,36.57,1,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,502.477533778713,367.7,"淡水信義線",18019.6945717705,1980.30542822946,0.0990152714114731
"中山區",11000,19671,"獨立套房","低樓層",9,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",365,1,1,1,1,1,0,1,1,37.55,34,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,240.323013861548,591.833333333333,"中和新蘆線",16455.0971300075,5455.09713000753,0.495917920909776
"中山區",51200,19682,"整棟(戶)出租","低樓層",16,"住宅大樓(11層含以上有電梯)",0,1,"未知",577,1,1,1,1,3,2,2,1,137.39,27,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,225.810762306332,625.233333333333,"文湖線",55896.359010511,4696.35901051096,0.0917257619240422
"南港區",24000,19671,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",334,0,0,0,0,3,2,2,1,69.53,51,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,801.420154305995,340.642857142857,"板南線",24060.2279527445,60.2279527444589,0.00250949803101912
"信義區",24500,19674,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,2,1,1,1,61.82,53,"加強磚造類",1,1,0,0,0,0,0,0,635.695764986493,421.533333333333,"板南線",19841.3158100922,4658.68418990781,0.190150375098278
"信義區",350000,19674,"整棟(戶)出租","中樓層",22,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,3,2,4,1,425.66,11,"鋼骨類",1,1,0,0,1,1,0,0,111.585834942746,629.2,"淡水信義線",194484.860989285,155515.139010715,0.444328968602041
"北投區",33837,19680,"整棟(戶)出租","低樓層",20,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,2,2,1,1,89.38,16,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,217.673621689485,478.428571428571,"淡水信義線",39558.1030149139,5721.1030149139,0.169078317076393
"文山區",15000,19669,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1095,0,0,0,0,3,2,1,1,82.64,46,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,1317.90372870308,249.466666666667,"松山新店線",21749.5910967319,6749.5910967319,0.449972739782126
"文山區",13000,19669,"獨立套房","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",365,1,1,0,1,1,0,1,1,29.88,15,"鋼筋混凝土造類",1,1,1,0,0,0,0,0,285.309024367386,412.466666666667,"松山新店線",13021.3660179697,21.3660179697108,0.00164353984382391
"中正區",34500,19685,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"一般轉租",730,0,0,1,0,4,1,1,1,85.37,55,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,627.73628082947,404.633333333333,"松山新店線",35384.6631252799,884.663125279934,0.0256424094284039
"中正區",32000,19683,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"一般轉租",577,0,0,1,0,2,1,1,1,79.31,55,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,629.37560868617,416.066666666667,"松山新店線",33619.2047876994,1619.20478769939,0.0506001496156059
"萬華區",27500,19676,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",730,1,0,0,0,3,1,1,1,90.61,47,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,662.191607598869,316.266666666667,"板南線",23142.0886181341,4357.91138186592,0.158469504795124
"信義區",102000,19676,"整棟(戶)出租","中樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"一般轉租",75,1,1,1,1,2,2,1,1,105.66,13,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,171.957410113042,881.633333333333,"文湖線",96287.4285805776,5712.57141942237,0.0560056021511997
"北投區",18000,19674,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1095,0,0,0,0,3,2,2,1,104.58,42,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,467.139661367545,322.888888888889,"淡水信義線",23592.8593023774,5592.85930237742,0.310714405687634
"北投區",8500,19689,"獨立套房","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",365,1,1,0,1,1,0,1,1,32.44,39,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,837.88405695944,288.166666666667,"新北投支線",10003.8863213528,1503.88632135281,0.176927802512095
"大安區",29000,19671,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1095,0,0,0,0,3,2,1,1,109.28,42,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,350.046325007842,440.8,"文湖線",25821.8225879717,3178.17741202834,0.109592324552702
"中正區",11000,19681,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,1,1,1,1,43.15,56,"加強磚造類",1,1,1,1,1,1,0,0,866.571231432372,425.733333333333,"板南線",14243.2352472208,3243.23524722083,0.294839567929166
"萬華區",10000,19683,"獨立套房","低樓層",9,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",1095,1,1,1,1,1,1,1,1,23.8,49,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,524.965452473155,351.333333333333,"松山新店線",10134.9851346885,134.985134688546,0.0134985134688546
"中山區",18000,19669,"整棟(戶)出租","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",94,1,1,1,1,2,1,1,1,78.03,44,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,520.793378950363,493.6,"中和新蘆線",19904.7166466647,1904.71664666466,0.10581759148137
"士林區",22000,19685,"獨立套房","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",365,1,1,0,1,1,1,1,1,45.39,43,"鋼筋混凝土造類",0,1,1,0,1,0,0,0,1537.87049541711,315.8,"淡水信義線",16665.503004826,5334.49699517399,0.242477136144272
"士林區",77000,19692,"整棟(戶)出租","低樓層",9,"華廈(10層含以下有電梯)",1,1,"一般包租",1095,1,1,1,1,4,2,2,1,189.17,29,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,1577.16276294052,520.933333333333,"淡水信義線",73641.1360533739,3358.86394662612,0.0436216096964432
"大安區",42000,19678,"未知","低樓層",12,"辦公商業大樓",0,1,"未知",820,1,1,0,1,3,0,0,1,52.89,41,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,74.9387020471045,740.133333333333,"板南線",44424.7288638627,2424.72886386272,0.0577316396157791
"文山區",27000,19682,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,3,2,1,1,88.24,48,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,198.944597644698,366.9,"松山新店線",24580.0398224909,2419.9601775091,0.0896281547225591
"大同區",70000,19688,"整棟(戶)出租","低樓層",19,"住宅大樓(11層含以上有電梯)",0,1,"未知",1095,1,1,1,1,2,1,1,1,96.92,1,"鋼骨類",1,1,1,1,1,0,0,0,237.007622649465,805.2,"淡水信義線",67753.7855337135,2246.21446628646,0.0320887780898066
"萬華區",9000,19692,"獨立套房","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1095,0,0,1,0,1,1,1,1,27.25,54,"加強磚造類",1,1,1,1,1,0,0,0,604.139823081093,482.6,"松山新店線",11920.2304870723,2920.23048707227,0.324470054119141
"大同區",100088,19690,"整棟(戶)出租","低樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,3,2,2,1,138.92,8,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,149.318225819716,578.233333333333,"淡水信義線",78117.0490990015,21970.9509009985,0.219516334635506
"中山區",22000,19681,"整棟(戶)出租","低樓層",5,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",365,1,0,1,1,2,1,1,1,46.25,49,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,385.328036058323,528.9,"淡水信義線",20147.0877598482,1852.91224015176,0.0842232836432618
"中山區",31000,19668,"整棟(戶)出租","低樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,1,1,1,1,58.45,36,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,95.2058414966826,545.041666666667,"文湖線",31152.4830360874,152.483036087386,0.00491880761572212
"中山區",26000,19669,"整棟(戶)出租","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,11,1,1,1,45.48,12,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,173.88407401737,345.181818181818,"文湖線",29461.4094662234,3461.40946622343,0.133131133316286
"中山區",52000,19695,"未知","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"未知",1826,1,1,0,1,5,2,2,1,170.18,36,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,481.331715933506,477.04,"中和新蘆線",63056.2708770593,11056.2708770593,0.212620593789603
"信義區",25000,19681,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,0,0,3,2,1,1,92.4,35,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1061.97705740184,355.541666666667,"文湖線",26862.0275522413,1862.02755224129,0.0744811020896515
"松山區",24821,19689,"整棟(戶)出租","低樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"未知",730,1,0,0,1,1,1,1,1,55.44,14,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,178.252018237221,440.333333333333,"松山新店線",33983.768628364,9162.76862836401,0.369153886965231
"文山區",19900,19688,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,3,1,1,1,98.05,42,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1094.59209202008,271.034482758621,"文湖線",20478.4533405609,578.453340560856,0.0290680070633596
"萬華區",24000,19691,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,0,0,3,1,1,1,80.65,46,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,1491.95018272627,277.833333333333,"板南線",20847.2183225601,3152.78167743991,0.131365903226663
"松山區",43000,19674,"整棟(戶)出租","低樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",1095,1,1,0,1,3,2,2,1,123.68,44,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,760.883677392083,569.533333333333,"松山新店線",47140.012842864,4140.01284286397,0.0962793684386969
"松山區",52000,19679,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",730,0,0,0,1,2,2,2,1,113.02,44,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,754.317854779462,479.269230769231,"文湖線",44438.5343216282,7561.46567837181,0.14541280150715
"士林區",13000,19692,"獨立套房","低樓層",4,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",658,1,1,0,1,1,1,1,1,26.46,6,"鋼筋混凝土造類",1,1,0,0,1,0,0,0,4117.66366346931,255,"淡水信義線",13068.3942637358,68.3942637357686,0.00526109721044374
"士林區",10000,19689,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,1,0,1,1,29.48,52,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,822.716795384169,408.666666666667,"淡水信義線",11306.2529555566,1306.25295555664,0.130625295555664
"文山區",20000,19681,"整棟(戶)出租","低樓層",12,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",365,1,1,1,1,3,2,2,1,130.43,28,"鋼筋混凝土造類",1,1,0,1,1,0,0,0,758.015312901358,251.428571428571,"文湖線",28489.0632039346,8489.06320393458,0.424453160196729
"中山區",31640,19691,"整棟(戶)出租","中樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,0,0,1,1,1,1,1,49.96,13,"鋼骨類",0,0,0,0,0,0,0,0,22.0620104166635,591.466666666667,"松山新店線",35949.6359869514,4309.63598695138,0.136208469878362
"南港區",26000,19683,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,2,2,1,1,61.62,47,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,1001.88368089398,286.363636363636,"板南線",20522.9774306309,5477.02256936913,0.210654714206505
"萬華區",21000,19691,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,2,1,1,1,82.58,53,"加強磚造類",1,1,1,0,1,0,0,0,1659.99612939524,215.321428571429,"中和新蘆線",16557.2922159717,4442.70778402834,0.211557513525159
"信義區",25000,19685,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,4,2,1,1,88.45,48,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,591.051552991208,419.1,"淡水信義線",27593.6705242065,2593.67052420648,0.103746820968259
"松山區",31000,19685,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,3,1,2,1,89.84,44,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,572.965591678395,500.933333333333,"松山新店線",25187.9365976132,5812.06340238684,0.187485916206027
"信義區",29000,19695,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,1,0,1,0,3,2,2,1,107.12,41,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,399.991994747021,463.766666666667,"板南線",30435.1063233427,1435.10632334271,0.049486424942852
"松山區",49000,19678,"未知","中樓層",16,"辦公商業大樓",0,1,"未知",730,1,1,0,1,0,0,0,0,88.35,38,"鋼筋混凝土造類",1,0,0,0,0,0,0,0,360.858796780701,450.633333333333,"文湖線",44498.8590056416,4501.14099435844,0.0918600202930295
"北投區",43000,19683,"未知","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",730,1,0,0,1,3,1,2,1,171.98,36,"鋼筋混凝土造類",0,0,0,0,0,1,0,0,446.607293113569,374.888888888889,"淡水信義線",45767.3754974884,2767.37549748839,0.0643575697090324
"士林區",23000,19690,"整棟(戶)出租","低樓層",7,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,1,1,0,0,3,2,2,1,95.72,44,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,1628.97126089212,443.833333333333,"淡水信義線",26684.7152965815,3684.71529658148,0.160205012894847
"北投區",21500,19686,"整棟(戶)出租","低樓層",6,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",365,1,1,0,1,3,2,1,1,103.12,41,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,536.327142536503,313.233333333333,"新北投支線",23633.958265398,2133.95826539801,0.09925387280921
"士林區",23500,19690,"獨立套房","低樓層",5,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",365,1,1,1,1,1,0,1,1,40.49,31,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,754.958220030732,373.366666666667,"淡水信義線",17142.8903577893,6357.10964221068,0.270515303923859
"文山區",23000,19678,"獨立套房","中樓層",14,"住宅大樓(11層含以上有電梯)",4,1,"未知",365,1,1,1,1,1,1,1,1,117.68,27,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,450.614856408487,316.52,"文湖線",25769.8508031978,2769.85080319777,0.120428295791207
"萬華區",11000,19690,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,1,1,1,1,36.77,48,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,803.576977451119,340.666666666667,"板南線",12385.529105524,1385.52910552405,0.125957191411277
"信義區",19500,19684,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,2,1,2,1,93.2,40,"鋼筋混凝土造類",1,1,0,0,1,1,0,0,291.660267493027,525.166666666667,"文湖線",23868.9279425761,4368.92794257613,0.224047586798776
"北投區",22000,19691,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,3,2,1,1,80.74,49,"加強磚造類",1,0,0,0,0,1,0,0,268.531558385392,402.733333333333,"淡水信義線",24097.6253784064,2097.62537840637,0.0953466081093806
"大安區",14000,19692,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,1,1,1,1,37.29,28,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,133.773950439083,625.833333333333,"松山新店線",17945.6274687252,3945.62746872518,0.28183053348037
"中正區",37000,19691,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"一般轉租",365,0,0,1,0,3,1,1,1,79.31,55,"鋼筋混凝土造類",1,0,1,1,1,0,1,1,616.620553951965,404.766666666667,"松山新店線",34972.0801707346,2027.91982926535,0.0548086440341987
"萬華區",35000,19676,"整棟(戶)出租","低樓層",9,"華廈(10層含以下有電梯)",0,1,"社會住宅代管",365,0,0,0,1,3,2,2,1,115.88,37,"鋼筋混凝土造類",1,1,1,0,0,0,0,0,378.576922798756,500.366666666667,"松山新店線",29067.6532310607,5932.34676893932,0.169495621969695
"萬華區",26000,19692,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",1095,0,0,1,0,4,2,2,1,118.76,51,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,1699.8822579843,377.166666666667,"環狀線",26739.5857960664,739.585796066374,0.0284456075410144
"中山區",16000,19699,"獨立套房","低樓層",10,"華廈(10層含以下有電梯)",0,1,"社會住宅包租轉租",365,1,1,1,1,1,1,1,1,35.14,44,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,224.774420538432,598.433333333333,"中和新蘆線",16818.625181634,818.625181633972,0.0511640738521232
"松山區",69000,19676,"整棟(戶)出租","低樓層",15,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,3,2,2,1,137.6,13,"鋼筋混凝土造類",1,1,1,1,1,1,0,1,316.684372360784,404.857142857143,"松山新店線",63429.8975671479,5570.10243285212,0.0807261222152482
"松山區",24000,19689,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,1,1,1,1,82.49,48,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,429.619061479686,513.466666666667,"文湖線",21813.4005760194,2186.59942398059,0.0911083093325246
"松山區",40000,19688,"未知","中樓層",12,"住宅大樓(11層含以上有電梯)",0,2,"未知",365,1,1,0,1,1,1,1,1,63.62,46,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,296.99024921032,421.260869565217,"文湖線",30301.7388565148,9698.26114348519,0.24245652858713
"士林區",15000,19699,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,0,0,3,2,1,1,140.1,45,"鋼筋混凝土造類",0,1,0,0,0,0,0,0,1934.64295012832,408.133333333333,"淡水信義線",20978.8761321473,5978.87613214734,0.398591742143156
"北投區",23000,19699,"整棟(戶)出租","低樓層",19,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",365,0,0,1,1,1,0,1,1,58.49,14,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,460.846727984174,339.5,"新北投支線",18977.6552215563,4022.3447784437,0.174884555584509
"北投區",69450,19674,"整棟(戶)出租","低樓層",11,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,3,2,2,1,172.02,14,"鋼筋混凝土造類",1,1,1,1,1,1,1,1,1223.35824302479,407.714285714286,"淡水信義線",71304.530139264,1854.53013926404,0.0267030977575816
"中正區",19900,19702,"獨立套房","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅包租轉租",365,1,1,1,1,1,0,1,1,41.55,16,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,389.046521376119,533.857142857143,"松山新店線",19757.4296463663,142.570353633677,0.00716433937857673
"大同區",20000,19688,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,0,0,2,1,1,1,53.8,46,"鋼筋混凝土造類",1,1,0,0,0,1,0,0,323.457097329303,446.333333333333,"中和新蘆線",15778.3928755047,4221.60712449531,0.211080356224765
"萬華區",18000,19689,"未知","低樓層",5,"店面(店鋪)",0,1,"未知",745,0,0,0,0,0,1,1,1,30.34,48,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,1453.12949788365,372.366666666667,"板南線",16570.5529874975,1429.44701250249,0.0794137229168049
"信義區",12000,19684,"整棟(戶)出租","低樓層",6,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,2,1,1,1,40.85,49,"鋼筋混凝土造類",1,1,0,0,0,0,0,0,434.36787762918,649.4,"淡水信義線",14471.0328768388,2471.03287683884,0.205919406403237
"大安區",43500,19696,"整棟(戶)出租","低樓層",7,"華廈(10層含以下有電梯)",0,1,"未知",365,0,0,0,1,3,2,2,1,118.86,46,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,289.658666624545,476.545454545455,"文湖線",50937.0143855191,7437.01438551912,0.170965847942968
"大同區",35000,19692,"整棟(戶)出租","低樓層",13,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",365,1,1,1,1,3,2,2,1,153.03,24,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,765.580779630466,319.818181818182,"淡水信義線",27690.6876610167,7309.31233898327,0.208837495399522
"萬華區",31200,19704,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,1,0,3,2,2,1,85.75,51,"鋼筋混凝土造類",1,1,1,0,0,1,0,0,471.634905453242,335.375,"板南線",24627.4118111238,6572.58818887618,0.210659877848595
"中山區",120000,19681,"未知","低樓層",4,"公寓(5樓含以下無電梯)",0,2,"未知",3652,0,0,0,0,5,1,2,1,240.36,47,"鋼筋混凝土造類",1,0,0,0,0,0,0,0,161.877098678245,482.1,"中和新蘆線",75313.7668508271,44686.2331491729,0.372385276243107
"北投區",24000,19704,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,0,0,3,2,2,1,106.15,37,"鋼筋混凝土造類",1,1,1,0,0,0,0,0,300.075335038827,240.304347826087,"淡水信義線",23700.7378953097,299.26210469033,0.0124692543620971
"萬華區",18500,19701,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,2,1,2,1,77.58,54,"加強磚造類",1,1,1,1,1,0,0,0,1378.98329217479,443.1,"板南線",18910.8632556699,410.863255669938,0.0222088246308074
"南港區",24000,19704,"獨立套房","低樓層",16,"住宅大樓(11層含以上有電梯)",0,1,"社會住宅代管",365,1,1,1,1,1,0,1,1,43.11,27,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,322.737676924171,516.6,"松山新店線",18970.8766064267,5029.1233935733,0.209546808065554
"士林區",19000,19704,"獨立套房","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅包租轉租",365,0,0,0,0,1,1,1,1,47.55,32,"鋼筋混凝土造類",1,1,1,0,1,1,0,0,525.21585889245,531.566666666667,"淡水信義線",16697.9687929839,2302.03120701607,0.121159537211372
"大安區",28800,19689,"獨立套房","低樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,0,1,1,1,1,1,38.94,16,"鋼筋混凝土造類",0,0,0,0,0,0,0,0,314.538664807505,557.055555555556,"文湖線",25227.8072668114,3572.19273318857,0.124034469902381
"文山區",23000,19695,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,3,2,1,1,91.68,40,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,1017.1498063325,298.633333333333,"文湖線",23196.8214060425,196.821406042451,0.00855745243662829
"中正區",35100,19698,"整棟(戶)出租","低樓層",6,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,3,2,2,1,161.63,51,"鋼筋混凝土造類",1,1,1,1,1,1,0,1,326.902228247746,481.041666666667,"淡水信義線",27510.4434538083,7589.5565461917,0.216226682227684
"大同區",55000,19681,"整棟(戶)出租","中樓層",14,"住宅大樓(11層含以上有電梯)",0,1,"未知",365,1,1,1,1,3,2,1,1,138.42,14,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,481.084119910535,410.68,"淡水信義線",47525.5660364159,7474.43396358408,0.135898799337892
"中山區",78000,19703,"整棟(戶)出租","低樓層",18,"住宅大樓(11層含以上有電梯)",0,1,"未知",1104,1,1,1,1,1,1,1,1,91.06,1,"鋼骨類",1,1,1,1,1,0,0,0,351.439020864196,539,"淡水信義線",73296.9013050102,4703.09869498984,0.0602961371152543
"內湖區",32500,19688,"整棟(戶)出租","低樓層",5,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,3,2,2,1,105.81,36,"鋼筋混凝土造類",1,1,1,0,1,0,0,0,319.683347358029,452.666666666667,"文湖線",29541.377006615,2958.62299338504,0.0910345536426165
"信義區",17000,19691,"整棟(戶)出租","低樓層",6,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,1,0,1,0,2,1,1,1,40.85,50,"鋼筋混凝土造類",1,1,1,1,1,0,0,0,434.36787762918,649.4,"淡水信義線",15600.3757292418,1399.62427075816,0.0823308394563623
"士林區",26000,19682,"分層出租","透天厝",2,"透天厝",0,1,"未知",730,0,0,1,0,3,2,2,1,79.57,51,"加強磚造類",1,1,1,0,1,1,0,0,1572.85234519676,334.913043478261,"淡水信義線",29675.8774695296,3675.87746952964,0.141379902674217
"文山區",25000,19691,"整棟(戶)出租","低樓層",4,"公寓(5樓含以下無電梯)",0,1,"社會住宅代管",365,0,0,1,0,2,1,1,1,69.62,47,"鋼筋混凝土造類",1,1,1,1,1,1,0,0,149.779558269036,291.2,"文湖線",21914.7284260931,3085.27157390686,0.123410862956274
