"鄉鎮市區","總額元","租賃年月日","出租型態","總樓層數","建物型態","租賃住宅服務","租賃天數","有無電梯","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物總面積平方公尺","屋齡","附屬設備-冷氣","附屬設備-熱水器","附屬設備-洗衣機","附屬設備-電視機","附屬設備-瓦斯或天然氣","附屬設備-有線電視","附屬設備-網路","捷運站距離(公尺)","附近建物單位成交均價","捷運線","Predicted","AbsError","MAPE"
"北投區",16000,19876,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,91.3,45,1,1,1,1,0,0,0,443.58360829348,363.066666666667,"新北投支線",21092.7180933656,5092.71809336563,0.318294880835352
"大安區",35000,19878,"整棟(戶)出租",8,"華廈(10層含以下有電梯)","未知",729,1,1,1,1,53.71,28,0,0,0,0,0,0,0,129.027824275273,697.566666666667,"板南線",33156.4617099959,1843.53829000409,0.0526725225715455
"中山區",50000,19879,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","一般轉租",107,1,1,0,1,50.29,14,1,1,1,1,0,1,1,355.917599204328,677.9,"中和新蘆線",46782.161765763,3217.83823423699,0.0643567646847398
"文山區",19000,19881,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",242,0,2,2,1,67.68,52,1,1,1,0,1,0,0,695.75022458191,371,"松山新店線",20863.0840945356,1863.08409453556,0.0980570576071345
"萬華區",15000,19869,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,1,1,81.2,52,1,1,0,0,1,0,0,1263.26319663813,286.566666666667,"板南線",19945.5754726438,4945.57547264381,0.329705031509587
"大同區",20000,19895,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",1094,1,1,0,1,33.48,16,1,1,1,1,0,0,0,126.588090585346,425.55,"中和新蘆線",18883.3416183985,1116.65838160153,0.0558329190800763
"中山區",16000,19881,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",1094,1,1,0,1,40.75,43,1,1,0,1,0,0,0,395.737661323533,560.333333333333,"淡水信義線",14010.9314764072,1989.06852359282,0.124316782724551
"中山區",8000,19869,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,0,0,0,16.37,45,1,1,1,1,0,0,0,545.814927605039,447.833333333333,"中和新蘆線",8855.79064936251,855.790649362512,0.106973831170314
"中山區",27000,19881,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,2,1,1,50.68,36,1,1,1,0,0,0,0,527.310967901851,577.933333333333,"中和新蘆線",19714.6652344997,7285.33476550027,0.269827213537047
"南港區",24000,19885,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,83.42,48,1,1,0,0,0,0,0,516.658168673291,356.033333333333,"板南線",26201.000008533,2201.00000853295,0.091708333688873
"文山區",25000,19873,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,79.17,51,1,1,0,0,1,0,0,1432.44544414965,244.125,"松山新店線",20717.0134442543,4282.9865557457,0.171319462229828
"文山區",19804,19879,"獨立套房",14,"住宅大樓(11層含以上有電梯)","未知",364,1,1,1,1,39.55,13,1,1,1,1,1,0,0,287.79779090671,349.388888888889,"松山新店線",21981.5314517936,2177.53145179364,0.109954122995033
"文山區",19000,19899,"獨立套房",8,"華廈(10層含以下有電梯)","社會住宅代管",364,1,1,0,1,46.85,0,1,1,1,0,0,0,0,1733.14571521216,370.533333333333,"文湖線",18730.2553097874,269.744690212621,0.014197088958559
"文山區",11000,19887,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",1094,1,1,0,1,44.41,28,1,1,1,0,1,0,0,758.015312901358,251.428571428571,"文湖線",14607.2146904584,3607.21469045837,0.327928608223488
"大同區",99000,19873,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","未知",364,1,3,2,2,126.54,16,1,1,1,1,1,0,0,215.300569072358,723.733333333333,"淡水信義線",62700.3826062642,36299.6173937358,0.366662801956927
"大同區",52000,19893,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","一般包租",729,1,3,2,2,113.02,36,1,1,1,1,1,0,0,226.701342633514,449.133333333333,"淡水信義線",46634.5763017376,5365.42369826244,0.103181224966585
"中山區",8000,19885,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,24.41,43,1,1,1,0,0,0,0,628.981974755144,588.533333333333,"中和新蘆線",9633.59118228922,1633.59118228922,0.204198897786152
"中山區",8000,19885,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,25.95,43,1,1,0,0,0,0,0,628.981974755144,588.533333333333,"中和新蘆線",9485.1349941156,1485.1349941156,0.18564187426445
"中山區",9000,19885,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,24.18,43,1,1,1,1,0,0,0,628.981974755144,588.533333333333,"中和新蘆線",10246.4189826446,1246.41898264457,0.138490998071619
"信義區",30000,19879,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,69.61,52,1,1,1,1,0,0,0,788.351838917635,433.96,"板南線",23896.3730289923,6103.62697100767,0.203454232366922
"松山區",38000,19886,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","一般包租",1094,0,3,2,2,110.4,48,1,0,0,0,1,0,0,399.756975799422,398.866666666667,"松山新店線",38283.9137032351,283.913703235099,0.00747141324302892
"士林區",17000,19885,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,4,1,1,120.9,39,0,1,0,0,0,0,0,908.2197883432,600.233333333333,"淡水信義線",17682.7653705238,682.765370523826,0.0401626688543427
"萬華區",10000,19873,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,1,1,1,31.18,49,1,1,0,0,0,0,0,1481.16181895913,385.566666666667,"板南線",11528.7584897918,1528.75848979185,0.152875848979185
"中山區",8500,19885,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,28.87,43,1,1,1,0,0,0,0,628.981974755144,588.533333333333,"中和新蘆線",12242.1657564609,3742.16575646092,0.440254794877755
"中山區",23000,19875,"獨立套房",13,"住宅大樓(11層含以上有電梯)","未知",729,1,1,1,1,31.42,15,1,1,1,1,0,0,0,365.813739751948,472.368421052632,"淡水信義線",20806.7306820392,2193.26931796076,0.0953595355635113
"北投區",18000,19877,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,1,1,114.9,35,1,1,0,0,1,0,0,459.22526823114,357.4,"淡水信義線",22061.8503880272,4061.85038802719,0.225658354890399
"中正區",13000,19892,"獨立套房",6,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,1,1,1,35.24,51,1,1,0,1,0,0,0,830.872141363797,413.433333333333,"板南線",12127.5065037101,872.493496289891,0.0671148843299917
"文山區",26000,19892,"整棟(戶)出租",22,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,2,1,1,94.87,1,1,1,0,0,1,0,0,337.40754159026,244.5,"松山新店線",28264.9852040108,2264.98520401078,0.087114815538876
"大同區",20000,19892,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,56.13,46,1,1,0,0,1,0,0,99.1443820459409,487.44,"中和新蘆線",19563.227046838,436.772953162039,0.0218386476581019
"萬華區",35100,19889,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","社會住宅代管",364,1,2,1,1,98.8,12,1,1,0,0,1,0,0,382.994704591991,500.833333333333,"松山新店線",28904.0690810153,6195.93091898469,0.176522248404122
"中山區",23000,19901,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",364,1,1,1,1,34,16,1,1,0,1,1,0,0,303.704410229779,634.1,"中和新蘆線",25712.023613207,2712.02361320698,0.117914070139434
"信義區",112000,19886,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","一般轉租",30,1,2,2,2,130.92,13,1,1,1,1,1,1,1,171.957410113042,881.633333333333,"文湖線",132126.50085714,20126.5008571396,0.179700900510175
"信義區",183162,19872,"獨立套房",14,"住宅大樓(11層含以上有電梯)","一般轉租",364,1,2,1,2,159,7,1,1,1,1,1,1,1,107.046484736033,510.133333333333,"板南線",158824.85961247,24337.14038753,0.132872213600692
"文山區",12000,19900,"獨立套房",15,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,27.28,14,1,1,1,1,0,0,0,307.580621289136,335.095238095238,"松山新店線",13775.3354350774,1775.3354350774,0.147944619589783
"文山區",22000,19885,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",364,0,3,2,1,83.73,47,1,1,0,0,1,0,0,1382.31831707318,239.9375,"文湖線",20936.752648452,1063.24735154798,0.0483294250703625
"大同區",80000,19875,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","未知",364,1,3,2,2,148.24,8,1,1,1,1,1,0,0,149.318225819716,578.233333333333,"淡水信義線",77460.5531038093,2539.4468961907,0.0317430862023837
"中山區",18000,19889,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","一般包租",364,1,1,0,1,40.75,43,1,0,0,0,0,0,0,383.533483628139,737.766666666667,"淡水信義線",19761.4551027362,1761.45510273624,0.09785861681868
"信義區",28000,19893,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,1,90.09,55,1,1,1,0,1,0,0,377.937378752349,398.266666666667,"板南線",25080.6534814211,2919.3465185789,0.104262375663532
"大安區",29000,19901,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",722,0,3,2,2,120.13,53,0,0,0,0,0,0,0,460.057993610975,386.590909090909,"松山新店線",43451.3458331125,14451.3458331125,0.498322270107327
"大同區",30000,19877,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",364,1,1,1,1,55.81,15,1,1,1,1,1,0,0,481.084119910535,410.68,"淡水信義線",27548.3979274711,2451.60207252891,0.0817200690842969
"中山區",61000,19874,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","未知",729,1,2,2,1,85.07,7,1,1,1,1,1,0,0,619.129922535645,623.2,"淡水信義線",61188.3271847779,188.327184777903,0.00308733089799841
"中正區",15000,19892,"獨立套房",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,1,0,1,38.01,49,1,1,1,1,1,0,0,957.939501596794,356.25,"松山新店線",14572.4506024715,427.549397528481,0.0285032931685654
"萬華區",15000,19892,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,50.75,43,1,1,1,0,0,0,0,692.64578335312,306.866666666667,"板南線",14901.0043403207,98.9956596793054,0.00659971064528703
"萬華區",20000,19902,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,74.69,49,1,1,1,1,1,0,0,519.508377912172,333.733333333333,"板南線",20203.9600387482,203.960038748221,0.010198001937411
"中山區",50000,19880,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","未知",364,1,2,2,1,74.4,8,1,1,1,1,1,0,0,619.129922535645,623.2,"淡水信義線",54339.9823859928,4339.98238599281,0.0867996477198562
"中山區",23000,19902,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",729,1,1,0,1,39.02,36,1,1,1,1,0,0,0,493.398219660773,584.066666666667,"淡水信義線",16873.825352901,6126.17464709902,0.266355419439088
"中山區",14000,19895,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",1094,1,1,0,1,38.66,44,1,1,1,1,0,0,0,520.793378950363,493.6,"中和新蘆線",13870.7662859576,129.233714042433,0.00923097957445953
"士林區",80000,19884,"整棟(戶)出租",9,"華廈(10層含以下有電梯)","未知",364,1,3,2,2,194.75,15,1,1,1,1,1,0,0,1078.94833665977,504.2,"淡水信義線",92654.1054532666,12654.1054532666,0.158176318165832
"士林區",23000,19901,"整棟(戶)出租",2,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,64.33,58,1,1,0,0,0,0,0,1398.5190119598,364.3,"淡水信義線",20174.7924738034,2825.20752619662,0.122835109834636
"北投區",18500,19879,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,2,95.5,42,0,1,0,0,0,0,0,653.751618732576,297.75,"淡水信義線",22226.0409516382,3726.04095163824,0.201407619007472
"北投區",28000,19886,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,2,1,87.3,50,1,1,0,0,1,0,0,138.948920224107,379.833333333333,"淡水信義線",26139.192390575,1860.80760942496,0.0664574146223198
"文山區",28000,19889,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,3,1,2,108.31,40,1,1,1,1,0,0,0,346.336459111018,248.368421052632,"文湖線",26945.1808356904,1054.81916430957,0.037672113011056
"文山區",16000,19903,"獨立套房",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,1,0,1,67.96,47,1,1,1,1,0,0,0,1702.56848261315,274.892857142857,"松山新店線",16317.740308968,317.740308968012,0.0198587693105007
"萬華區",15000,19877,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,2,117.18,44,1,1,1,1,0,0,0,725.372311131337,299.2,"板南線",22184.0382368563,7184.03823685625,0.478935882457084
"內湖區",16000,19895,"獨立套房",8,"華廈(10層含以下有電梯)","社會住宅包租轉租",139,1,1,0,1,41.53,30,1,1,0,0,1,0,0,629.471064527164,366.8,"文湖線",15686.7898139686,313.210186031376,0.019575636626961
"中山區",20200,19905,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,1,95.87,55,0,1,0,0,0,0,0,109.875644934734,507.3,"淡水信義線",24276.764808182,4076.76480818196,0.201820040009008
"中山區",13500,19880,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,31.76,42,1,1,0,1,0,0,0,162.181184789733,387.966666666667,"中和新蘆線",13441.2045306361,58.7954693639185,0.00435521995288285
"萬華區",15500,19899,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅代管",364,1,1,0,1,24.15,41,1,1,1,0,0,0,0,622.593447816622,380.7,"松山新店線",10603.5318621196,4896.46813788039,0.315901170185831
"大同區",22500,19907,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",364,1,1,1,1,55.81,15,1,1,1,1,0,0,1,481.084119910535,410.68,"淡水信義線",29054.886926894,6554.88692689398,0.291328307861955
"中山區",43000,19880,"獨立套房",13,"住宅大樓(11層含以上有電梯)","未知",729,1,1,1,1,49.45,15,1,1,1,1,1,1,1,633.845422031426,673.733333333333,"淡水信義線",33451.3757978813,9548.62420211868,0.222061027956248
"松山區",39000,19888,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",1094,0,3,2,2,101.31,48,1,1,0,0,1,0,0,792.918365795712,541.7,"松山新店線",37178.4322660955,1821.56773390454,0.0467068649719112
"南港區",60000,19889,"分層出租",15,"住宅大樓(11層含以上有電梯)","未知",248,1,3,2,2,162.6,8,1,1,0,0,1,0,0,428.024263951739,305.933333333333,"文湖線",44831.5266976497,15168.4733023503,0.252807888372505
"松山區",20000,19900,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅代管",364,1,1,1,1,37.48,44,1,1,1,0,1,0,0,797.984366551287,468.318181818182,"文湖線",18129.7127982106,1870.28720178944,0.0935143600894719
"信義區",55000,19888,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","未知",1094,1,3,2,2,120.88,45,0,0,0,0,0,0,0,338.764931744142,599.321428571429,"板南線",47127.5302723605,7872.46972763953,0.14313581322981
"士林區",15500,19894,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,1,2,1,62.16,50,1,1,0,1,0,0,0,1670.53321786524,307.272727272727,"淡水信義線",17721.1932588593,2221.19325885931,0.143302790894149
"北投區",16000,19894,"獨立套房",7,"華廈(10層含以下有電梯)","一般轉租",729,1,1,0,1,29.65,43,1,1,1,1,0,1,1,195.278894401951,316.448275862069,"新北投支線",16599.2414084756,599.24140847558,0.0374525880297238
"士林區",28000,19889,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",1094,0,3,2,1,110.55,47,1,1,0,0,1,0,0,579.950595413133,354.105263157895,"淡水信義線",29956.5655971281,1956.56559712812,0.0698773427545756
"萬華區",17000,19888,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,3,1,1,77.57,37,1,1,0,0,1,0,0,1121.53231538595,252.333333333333,"板南線",19639.6573542053,2639.65735420529,0.155273962012076
"士林區",13000,19900,"獨立套房",11,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",95,1,1,0,1,26.94,27,1,1,1,1,0,0,0,453.750506176766,384.533333333333,"淡水信義線",12070.1241022272,929.875897772763,0.0715289152132895
"文山區",26000,19907,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,3,2,1,66.2,55,1,1,1,1,0,0,0,201.259171506605,401.866666666667,"松山新店線",22699.2398484294,3300.76015157064,0.126952313521948
"萬華區",10000,19900,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,1,1,31.18,49,1,1,1,0,1,0,0,730.25977549611,377.1,"板南線",12783.5503631445,2783.55036314451,0.278355036314451
"萬華區",15000,19900,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,37.36,53,1,1,0,0,0,0,0,1314.01059614029,448.266666666667,"板南線",11845.4883877187,3154.51161228126,0.210300774152084
"萬華區",10000,19901,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,1,0,1,37.75,49,1,1,0,0,0,0,0,1560.56864019162,257.6,"中和新蘆線",10617.0261105443,617.02611054427,0.061702611054427
"萬華區",25500,19901,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1094,0,3,2,1,83.31,47,1,1,1,0,0,0,0,1530.13516537211,248.1,"板南線",20318.8379811714,5181.16201882857,0.203182824267787
"萬華區",17000,19901,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,31.17,43,1,1,1,1,0,0,0,498.781465433646,575.1,"松山新店線",15043.5101240762,1956.4898759238,0.115087639760224
"萬華區",10000,19909,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,1,1,1,29.49,55,0,1,0,0,0,0,0,827.060324167769,423.033333333333,"板南線",9884.64839821385,115.351601786153,0.0115351601786153
"中山區",11000,19901,"獨立套房",11,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",729,1,1,0,1,39.15,49,1,1,1,1,0,0,0,527.91234098074,591.466666666667,"淡水信義線",15619.8537026365,4619.85370263652,0.419986700239684
"中山區",41000,19891,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","未知",759,1,3,2,1,98.45,38,1,1,0,0,1,0,0,367.318739635012,452.6,"文湖線",39023.8062876702,1976.19371232975,0.0481998466421891
"士林區",140000,19880,"整棟(戶)出租",21,"住宅大樓(11層含以上有電梯)","未知",739,1,3,2,2,194.32,7,1,1,1,1,1,0,0,225.623761968335,536.714285714286,"淡水信義線",107766.392699098,32233.607300902,0.2302400521493
"大安區",93800,19906,"未知",12,"住宅大樓(11層含以上有電梯)","未知",2555,1,5,2,2,232,39,0,0,0,0,0,0,0,461.002809071689,504.866666666667,"淡水信義線",90871.3620879734,2928.63791202664,0.0312221525802413
"文山區",21500,19909,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",1094,1,2,1,1,53.82,20,1,1,0,0,1,0,0,1130.62969684781,247.347826086957,"文湖線",18365.506502901,3134.49349709897,0.145790395213906
"文山區",26000,19908,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",273,0,4,2,2,122.71,35,1,1,0,0,0,0,0,476.964547564717,321.478260869565,"松山新店線",29366.0682832206,3366.06828322061,0.129464164739254
"內湖區",19000,19899,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1094,0,2,1,1,69.51,40,1,1,1,0,0,0,0,1069.73574255584,319.033333333333,"文湖線",21176.3537250723,2176.35372507229,0.114544932898542
"信義區",38000,19891,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","未知",729,0,3,2,2,96.69,44,1,1,0,0,1,0,0,1211.66111105424,375.846153846154,"文湖線",29363.3145585138,8636.68544148621,0.227281195828584
"松山區",68500,19902,"未知",11,"住宅大樓(11層含以上有電梯)","未知",1094,1,4,2,2,211.14,15,1,1,0,0,1,0,0,550.979651942646,335.571428571429,"松山新店線",68934.1316961798,434.131696179844,0.00633768899532619
"松山區",19900,19912,"整棟(戶)出租",13,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,2,1,1,118.04,23,1,1,1,1,1,0,0,437.443324568152,367.470588235294,"松山新店線",24586.6747723438,4686.6747723438,0.235511295092653
"士林區",13000,19898,"獨立套房",4,"華廈(10層含以下有電梯)","社會住宅包租轉租",729,1,1,0,1,25.24,7,1,1,0,0,0,0,0,4117.66366346931,255,"淡水信義線",13180.2943040733,180.294304073312,0.013868792621024
"大同區",17000,19901,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,2,1,38.69,56,1,1,0,0,0,0,0,499.161783157954,412.1,"淡水信義線",14308.7285569949,2691.27144300514,0.158310084882655
"大同區",20000,19901,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,1,1,59.93,43,1,1,1,1,0,0,0,375.56686786887,336.666666666667,"淡水信義線",20107.1157160364,107.115716036449,0.00535578580182246
"中山區",18000,19907,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,36.11,43,1,1,1,1,0,0,0,686.248252647304,437.266666666667,"中和新蘆線",14256.1321158053,3743.86788419471,0.20799266023304
"中山區",26000,19912,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,40.51,16,1,1,1,1,0,0,0,227.980899549687,499.733333333333,"中和新蘆線",21227.7961483331,4772.20385166692,0.183546301987189
"信義區",35100,19902,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,3,1,2,106.64,42,1,1,1,0,0,0,0,177.160580364574,294.75,"松山新店線",27930.7701206385,7169.22987936148,0.204251563514572
"北投區",27000,19845,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","未知",729,0,3,2,2,125.58,42,1,1,0,0,1,0,0,459.22526823114,357.4,"淡水信義線",32847.9713699285,5847.97136992848,0.216591532219573
"大安區",19800,19909,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,1,0,1,31.57,33,1,1,1,0,0,0,0,798.779088694598,423.583333333333,"淡水信義線",15111.4395700147,4688.56042998534,0.236795981312391
"大同區",12000,19906,"獨立套房",9,"華廈(10層含以下有電梯)","社會住宅代管",364,1,1,0,1,29.78,28,1,1,1,0,0,0,0,487.856646395024,483.4,"淡水信義線",16543.7129625017,4543.71296250169,0.378642746875141
"萬華區",24000,19912,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",364,0,4,2,2,107.3,53,1,1,0,0,1,0,0,1335.55039920617,248.033333333333,"板南線",25521.7823516783,1521.78235167827,0.0634075979865946
"萬華區",21000,19912,"獨立套房",4,"公寓(5樓含以下無電梯)","一般代管",364,0,1,1,1,72.76,50,1,1,0,0,1,0,0,266.400922792318,420.433333333333,"板南線",19394.8942047246,1605.10579527539,0.076433609298828
"中山區",20000,19900,"獨立套房",8,"華廈(10層含以下有電梯)","社會住宅代管",364,1,1,0,1,38.41,19,1,1,1,1,0,0,0,359.345803849507,661.5,"松山新店線",20634.4605375929,634.460537592855,0.0317230268796427
"信義區",26500,19907,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",364,0,2,2,1,69.45,44,1,1,0,0,1,0,0,1227.08900312047,515.086956521739,"文湖線",23349.450035034,3150.54996496603,0.118888677923246
"北投區",19000,19907,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",729,0,2,1,1,51.07,46,1,1,1,0,1,0,0,224.868087106109,381.6,"淡水信義線",18946.7518157856,53.2481842144334,0.00280253601128597
"萬華區",10000,19908,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",729,0,1,0,1,32.06,53,1,1,0,0,0,0,0,1284.17319391878,443.533333333333,"板南線",10305.2515042413,305.251504241332,0.0305251504241332
"信義區",37000,19904,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","未知",364,1,4,2,2,148.52,33,1,1,0,0,0,0,0,1149.73779390194,445.4,"文湖線",49648.2361077915,12648.2361077915,0.3418442191295
"北投區",16000,19906,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",364,1,1,0,1,60.07,42,1,1,1,0,0,0,0,889.447618660746,325.821428571429,"新北投支線",15410.6176568331,589.382343166855,0.0368363964479285
"大安區",24000,19907,"獨立套房",16,"住宅大樓(11層含以上有電梯)","社會住宅代管",364,1,1,0,1,42.89,18,1,1,1,1,0,0,0,194.870866220034,459.833333333333,"松山新店線",22344.9405764864,1655.05942351356,0.0689608093130651
"北投區",31300,19905,"整棟(戶)出租",8,"華廈(10層含以下有電梯)","未知",729,1,2,1,1,68.82,1,1,0,1,0,0,0,0,240.839144255487,328.9375,"淡水信義線",35810.4390477985,4510.43904779851,0.144103483955224
"信義區",35000,19893,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",729,0,3,2,2,95.24,53,1,1,0,1,1,0,0,516.849410054596,561.633333333333,"板南線",35886.2816697328,886.281669732809,0.0253223334209374
"北投區",18550,19914,"獨立套房",7,"華廈(10層含以下有電梯)","一般代管",729,1,1,0,1,50.05,43,1,1,1,1,0,1,1,634.586123976891,291.8,"新北投支線",15967.5680726477,2582.43192735227,0.139214659156457
"北投區",18000,19915,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅代管",364,1,1,0,1,46.9,46,1,1,1,0,0,0,0,128.289456212655,405.2,"新北投支線",15444.3538671015,2555.64613289853,0.141980340716585
"萬華區",28000,19916,"未知",3,"公寓(5樓含以下無電梯)","未知",364,0,0,0,0,62.28,55,0,0,0,0,0,0,0,1304.99962323008,390.1,"板南線",23854.9785297173,4145.02147028275,0.148036481081527
"大同區",48000,19903,"獨立套房",19,"住宅大樓(11層含以上有電梯)","一般轉租",364,1,1,2,1,63.83,5,1,1,1,1,0,0,0,116.009102344176,659.566666666667,"淡水信義線",46644.0274261366,1355.97257386342,0.0282494286221546
"北投區",34760,19895,"整棟(戶)出租",10,"華廈(10層含以下有電梯)","未知",364,1,2,2,1,107.11,5,1,1,1,0,1,0,0,544.702807878735,296.633333333333,"新北投支線",32704.9309980686,2055.06900193137,0.0591216628864029
"大同區",21000,19912,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",364,0,2,2,1,64.44,44,1,1,0,0,1,0,0,511.222754193147,509.133333333333,"中和新蘆線",20381.5644562752,618.435543724765,0.0294493116059412
"內湖區",14000,19912,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",364,1,1,0,1,40.39,31,1,1,1,1,0,0,0,919.013368163822,305.238095238095,"文湖線",16262.2305273076,2262.23052730762,0.161587894807687
