"鄉鎮市區","總額元","租賃年月日","出租型態","總樓層數","建物型態","租賃住宅服務","租賃天數","有無電梯","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物總面積平方公尺","屋齡","附屬設備-冷氣","附屬設備-熱水器","附屬設備-洗衣機","附屬設備-電視機","附屬設備-瓦斯或天然氣","附屬設備-有線電視","附屬設備-網路","捷運站距離(公尺)","附近建物單位成交均價","捷運線","Predicted","AbsError","MAPE"
"北投區",13000,19655,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",275,0,1,1,1,52.37,34,1,1,0,0,1,0,0,761.34310492787,289.4,"新北投支線",13269.2022895974,269.202289597397,0.020707868430569
"北投區",64000,19653,"整棟(戶)出租",6,"華廈(10層含以下有電梯)","未知",91,1,4,2,3,216.28,43,1,1,1,1,1,0,0,1034.15953906487,364.555555555556,"淡水信義線",56723.5049480865,7276.49505191347,0.113695235186148
"北投區",18000,19650,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,2,1,1,71.77,46,1,1,1,1,0,0,0,921.242524800341,282.866666666667,"新北投支線",16250.6815895808,1749.31841041916,0.0971843561343978
"文山區",19000,19653,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",1095,1,1,1,1,61.24,21,1,1,1,1,0,0,0,301.24877712145,406.066666666667,"松山新店線",19109.6721997977,109.672199797707,0.0057722210419846
"士林區",26000,19656,"整棟(戶)出租",9,"華廈(10層含以下有電梯)","社會住宅包租轉租",1095,1,2,1,1,120.13,0,1,1,0,0,1,0,0,2176.92391481152,224.4,"淡水信義線",25842.1572878355,157.842712164475,0.00607087354478748
"北投區",26000,19662,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,1,1,80.53,45,1,1,0,0,0,0,0,459.22526823114,357.4,"淡水信義線",22349.5349780943,3650.4650219057,0.140402500842527
"北投區",17000,19643,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,1,1,1,51.44,45,1,1,1,0,0,0,0,462.855105926735,289.392857142857,"新北投支線",14482.860353656,2517.13964634403,0.148067038020237
"中山區",38000,19663,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","未知",730,1,1,1,1,67.85,35,0,0,0,0,0,0,0,349.434617422556,612.1,"淡水信義線",33984.789547791,4015.21045220902,0.105663432952869
"松山區",16000,19667,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",616,1,1,1,1,30.63,44,1,1,1,1,0,0,0,797.984366551287,468.318181818182,"文湖線",14811.674081957,1188.32591804299,0.074270369877687
"信義區",53000,19668,"整棟(戶)出租",9,"華廈(10層含以下有電梯)","未知",365,1,2,1,2,99.89,5,1,1,0,0,1,0,0,520.178984089167,523.766666666667,"淡水信義線",53438.4098891711,438.409889171111,0.00827188470134172
"士林區",37176,19652,"獨立套房",8,"華廈(10層含以下有電梯)","未知",365,1,1,1,1,77.84,3,1,1,1,1,0,0,0,270.156584435759,553.466666666667,"淡水信義線",43605.6938395298,6429.69383952976,0.172952814706525
"大同區",17000,19661,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,2,1,1,50.78,41,0,1,0,0,1,0,0,756.509978979435,485.357142857143,"淡水信義線",15417.4394899833,1582.56051001669,0.0930917947068643
"中山區",20000,19663,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,2,1,1,97.09,46,1,1,1,1,0,0,0,447.849922832515,505.1,"淡水信義線",23595.4469871045,3595.44698710448,0.179772349355224
"大安區",55000,19652,"未知",4,"店面(店鋪)","未知",365,0,0,0,0,40.29,52,0,0,0,0,0,0,0,433.151777361112,813.166666666667,"松山新店線",48115.1439564049,6884.85604359513,0.125179200792639
"中山區",22500,19660,"獨立套房",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1095,0,1,1,1,26.28,47,1,1,0,0,1,0,0,341.839228766408,753.2,"中和新蘆線",13484.3177084811,9015.68229151894,0.400696990734175
"內湖區",43000,19661,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",365,1,2,2,1,92.22,21,0,0,0,0,0,0,0,203.14997372895,343.066666666667,"文湖線",37492.3422667496,5507.65773325044,0.128085063563964
"文山區",31000,19669,"分層出租",5,"公寓(5樓含以下無電梯)","未知",753,0,3,2,3,96.82,40,1,1,1,0,1,0,0,776.869730230579,280.5,"松山新店線",23316.6686855683,7683.33131443166,0.247849397239731
"萬華區",21000,19667,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,1,1,77.6,46,1,1,0,0,1,0,0,1247.75831768452,332.2,"板南線",19757.3481840677,1242.65181593227,0.0591738959967749
"內湖區",23000,19665,"整棟(戶)出租",6,"華廈(10層含以下有電梯)","社會住宅代管",365,1,2,1,1,84.41,31,1,1,1,0,1,0,0,682.44712069184,362.233333333333,"文湖線",26302.6245684587,3302.62456845874,0.143592372541685
"松山區",16500,19664,"獨立套房",6,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,1,1,1,61.92,47,1,1,1,1,0,0,0,420.21965544088,503.6,"松山新店線",19610.408494547,3110.408494547,0.188509605730121
"士林區",19000,19657,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,1,1,92.9,48,1,1,1,1,1,0,0,1122.85528188958,218.071428571429,"淡水信義線",19776.0364184252,776.036418425243,0.0408440220223812
"北投區",19000,19657,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",359,0,3,1,2,120.34,38,0,1,0,0,1,0,0,297.895699828645,269.7,"新北投支線",20978.5225327291,1978.5225327291,0.104132764880479
"中正區",59000,19648,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","未知",730,1,2,2,2,121.7,13,1,1,1,1,1,0,1,386.25627713055,535.3,"松山新店線",60981.2945611616,1981.29456116157,0.0335812637485011
"大同區",50248,19650,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","未知",396,1,2,1,1,82.69,5,1,1,1,1,1,0,0,464.091126352595,476.066666666667,"淡水信義線",48784.6320538351,1463.36794616487,0.0291229092932031
"中山區",68000,19656,"整棟(戶)出租",10,"華廈(10層含以下有電梯)","未知",730,1,2,1,1,90.95,6,1,1,1,1,1,0,0,414.771990862621,554.766666666667,"文湖線",57872.1175863394,10127.8824136606,0.148939447259715
"士林區",19900,19646,"整棟(戶)出租",3,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,2,1,1,54.6,53,1,1,1,1,1,0,0,1643.58839745718,288.730769230769,"淡水信義線",15819.0889992304,4080.91100076957,0.205070904561285
"萬華區",12000,19650,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,1,0,1,36.77,48,0,0,0,0,0,0,0,849.964710952944,382.466666666667,"板南線",12253.9524360764,253.952436076432,0.0211627030063693
"萬華區",27000,19654,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,4,2,2,135.35,43,1,1,0,0,1,0,0,1184.84202354173,248.266666666667,"板南線",26088.4183613731,911.581638626853,0.0337622829121056
"中山區",12000,19661,"獨立套房",11,"住宅大樓(11層含以上有電梯)","社會住宅代管",365,1,1,0,1,34.39,40,1,1,1,1,0,1,0,282.489625269542,516.466666666667,"中和新蘆線",14886.7999094948,2886.79990949476,0.240566659124563
"中山區",15000,19648,"獨立套房",10,"華廈(10層含以下有電梯)","社會住宅代管",365,1,1,0,1,63.06,27,1,0,1,0,1,0,0,198.183535485169,452.2,"中和新蘆線",21054.6113326681,6054.61133266814,0.403640755511209
"內湖區",30000,19653,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,1,1,94.4,43,1,1,0,0,1,0,0,411.75529491879,350.033333333333,"文湖線",26189.4089859391,3810.59101406091,0.127019700468697
"信義區",33000,19670,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","未知",2586,0,3,2,2,122.69,40,0,0,0,0,0,0,0,242.533155413308,593.7,"板南線",47186.2850618044,14186.2850618044,0.429887426115285
"信義區",32000,19650,"分層出租",4,"公寓(5樓含以下無電梯)","未知",365,0,3,2,1,84.69,50,1,1,1,1,1,0,0,1498.30342019827,313,"淡水信義線",24552.5446753694,7447.45532463065,0.232732978894708
"文山區",25000,19669,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,2,1,1,90.02,46,1,1,0,0,1,0,0,221.940899852683,297.2,"松山新店線",21718.1644583175,3281.83554168246,0.131273421667299
"文山區",17000,19671,"整棟(戶)出租",8,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,2,1,1,72.29,26,0,0,0,0,1,0,0,802.068620503689,320.44,"文湖線",17420.058815437,420.058815436987,0.0247093420845287
"內湖區",22000,19660,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",277,0,3,2,2,100.28,41,1,1,0,0,1,0,0,667.845972292526,266.615384615385,"文湖線",25012.6352362269,3012.63523622693,0.136937965283042
"信義區",27000,19661,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,2,1,83.91,46,1,1,0,0,1,0,0,1517.23591577936,347.333333333333,"淡水信義線",26070.6881892618,929.311810738182,0.034418955953266
"信義區",32000,19657,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,4,2,2,95.4,51,1,1,1,0,1,0,0,163.79314195339,503.066666666667,"板南線",28746.8296874276,3253.17031257239,0.101661572267887
"松山區",37000,19665,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",366,0,3,2,2,128.26,48,1,1,1,0,1,0,0,382.741057816763,369.75,"松山新店線",38673.3196214088,1673.31962140877,0.0452248546326693
"士林區",26000,19672,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1095,0,3,2,2,110.87,39,1,1,0,0,0,0,0,1730.72233309203,382.103448275862,"淡水信義線",26882.9342942794,882.934294279428,0.0339590113184395
"北投區",16240,19656,"獨立套房",10,"華廈(10層含以下有電梯)","未知",365,1,1,1,1,57.86,17,1,1,1,0,0,0,0,224.942567158227,222.461538461538,"淡水信義線",22504.9228648996,6264.92286489958,0.385771112370664
"大安區",66000,19656,"整棟(戶)出租",6,"華廈(10層含以下有電梯)","未知",1095,1,2,2,2,136.78,36,1,1,1,1,1,0,0,309.968189723088,549.566666666667,"板南線",57453.4058216161,8546.59417838393,0.129493851187635
"內湖區",24500,19674,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,3,2,1,70.96,46,1,1,1,1,1,1,0,706.592416153479,348.555555555556,"文湖線",22870.9099163643,1629.09008363566,0.0664934728014556
"中山區",23000,19665,"獨立套房",8,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,1,0,1,32.05,40,1,1,1,1,0,0,0,625.796887110583,525.5,"板南線",16872.7788260553,6127.22117394466,0.26640092060629
"士林區",20000,19660,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,2,2,117.74,48,0,1,0,0,1,0,0,1114.27598708865,235.5,"淡水信義線",24465.0974197492,4465.09741974917,0.223254870987459
"大同區",60000,19654,"整棟(戶)出租",18,"住宅大樓(11層含以上有電梯)","未知",365,1,2,2,1,86.59,14,1,1,1,1,1,1,1,296.141766413864,650.166666666667,"淡水信義線",53552.8658531166,6447.13414688342,0.10745223578139
"松山區",40000,19672,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","一般包租",365,0,3,2,2,110.4,47,1,0,1,1,1,0,0,399.756975799422,398.866666666667,"松山新店線",35776.3433609474,4223.65663905261,0.105591415976315
"松山區",80000,19668,"未知",4,"店面(店鋪)","未知",1826,0,0,0,0,92.01,50,0,0,0,0,0,0,0,668.855862761423,489.133333333333,"松山新店線",82213.5994727619,2213.59947276193,0.0276699934095241
"北投區",15500,19670,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,2,2,1,76.9,43,0,1,0,0,1,0,0,347.49949505929,412.666666666667,"淡水信義線",17460.3302256517,1960.33022565165,0.126472917783977
"松山區",27000,19668,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","未知",365,1,1,0,1,52.44,40,1,1,1,1,0,0,0,828.126457663022,614.6,"松山新店線",25958.0780394059,1041.92196059414,0.0385897022442273
"內湖區",45000,19678,"整棟(戶)出租",7,"華廈(10層含以下有電梯)","未知",1460,1,3,2,1,138.76,39,0,0,0,0,0,0,0,518.223729464192,311.533333333333,"文湖線",38591.6496653093,6408.35033469068,0.142407785215348
"萬華區",16800,19671,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","一般轉租",602,0,1,1,1,67.16,50,1,1,1,1,1,0,0,601.064371788076,316.333333333333,"板南線",22113.8073281055,5313.80732810548,0.316298055244374
"萬華區",25500,19660,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,2,1,97.96,47,1,1,1,0,1,0,0,912.890813944571,266.586206896552,"板南線",23207.6528191647,2292.34718083533,0.0898959678758952
"內湖區",21000,19676,"獨立套房",8,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,1,1,1,41.76,29,1,1,1,1,0,0,0,678.563850781252,317.705882352941,"文湖線",18115.6551888402,2884.34481115976,0.13734975291237
"士林區",18000,19679,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",365,0,2,1,1,73.76,48,1,1,0,0,0,0,0,1725.8855011233,241.233333333333,"中和新蘆線",20101.3291227765,2101.32912277654,0.116740506820919
"北投區",24000,19678,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","一般包租",365,0,3,2,1,88.02,45,0,1,0,0,1,0,0,781.522919692154,312.9,"新北投支線",21235.8133416957,2764.18665830429,0.115174444096012
"大安區",102400,19671,"未知",5,"店面(店鋪)","未知",365,0,1,0,1,189.42,45,0,0,0,0,0,0,0,450.877154222771,933.133333333333,"松山新店線",136901.322483049,34501.3224830489,0.336926977373524
"文山區",14000,19676,"獨立套房",11,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",365,1,1,1,1,34.69,29,1,1,1,1,1,0,0,1308.59396571296,323.944444444444,"文湖線",13798.5423610092,201.457638990849,0.0143898313564892
"大同區",80000,19656,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","未知",730,1,4,2,2,217.62,13,1,1,1,1,0,0,0,137.399263195372,447.6,"淡水信義線",74886.1018632225,5113.89813677745,0.0639237267097182
"中山區",62000,19661,"獨立套房",14,"住宅大樓(11層含以上有電梯)","一般轉租",151,1,1,1,1,85.42,14,1,1,1,1,0,1,1,365.945508380587,692.333333333333,"中和新蘆線",58313.3411638239,3686.65883617607,0.0594622392931625
"中山區",35000,19677,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","未知",730,1,0,0,0,87.8,48,1,0,0,0,0,0,0,552.521386347305,438.866666666667,"松山新店線",36633.599775616,1633.59977561605,0.0466742793033157
"內湖區",43000,19667,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","未知",365,1,1,2,1,91.12,5,1,0,1,1,0,0,0,1388.46742385357,350.846153846154,"文湖線",39616.2739198406,3383.72608015945,0.0786913041897545
"松山區",52500,19678,"未知",16,"辦公商業大樓","未知",730,1,0,0,0,88.35,38,1,0,0,0,0,0,0,360.858796780701,450.633333333333,"文湖線",47058.3712138318,5441.62878616822,0.10365007211749
"信義區",28000,19671,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,3,1,1,97.23,49,1,1,0,0,1,0,0,776.679597865882,464.782608695652,"板南線",23444.5741131933,4555.42588680666,0.162693781671666
"北投區",73644,19659,"整棟(戶)出租",14,"住宅大樓(11層含以上有電梯)","未知",730,1,3,2,2,140.08,2,1,1,1,1,1,0,0,1083.01147154518,418.689655172414,"淡水信義線",63611.1023251116,10032.8976748884,0.136235099599266
"萬華區",28000,19674,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,2,1,100.85,41,1,1,0,0,1,0,0,608.683291523235,300.733333333333,"板南線",23980.0921705119,4019.90782948809,0.143568136767432
"萬華區",22000,19676,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,1,1,108.17,46,1,1,1,0,0,0,0,591.969055256473,322.033333333333,"板南線",22300.8328609208,300.832860920847,0.0136742209509476
"中山區",45000,19678,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","未知",2982,0,3,2,2,100.24,51,1,1,0,0,1,0,0,288.07190669931,392.592592592593,"中和新蘆線",41388.4726435209,3611.52735647915,0.0802561634773144
"信義區",23000,19681,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,1,1,75.4,49,1,1,0,0,1,0,0,805.085920003038,407.103448275862,"板南線",24244.8549803324,1244.85498033238,0.0541241295796689
"信義區",118000,19655,"獨立套房",14,"住宅大樓(11層含以上有電梯)","一般轉租",457,1,1,1,1,93,7,1,1,1,1,1,1,1,107.046484736033,510.133333333333,"板南線",75542.0186442566,42457.9813557434,0.35981340131986
"士林區",30000,19675,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,2,2,114.06,41,1,1,1,1,1,0,0,758.929091278992,364.625,"淡水信義線",27151.4007903831,2848.59920961688,0.0949533069872294
"中正區",18500,19669,"獨立套房",10,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,1,1,1,45.91,16,1,1,1,0,0,0,0,383.874225400929,442.64,"松山新店線",20519.0493120675,2019.0493120675,0.109137800652297
"松山區",17000,19675,"獨立套房",7,"華廈(10層含以下有電梯)","社會住宅包租轉租",434,1,1,1,1,47.2,39,1,1,1,1,1,0,0,574.134548812412,479,"松山新店線",19049.1748981733,2049.17489817327,0.120539699892545
"士林區",13000,19664,"獨立套房",4,"華廈(10層含以下有電梯)","社會住宅包租轉租",1095,1,1,1,1,26.43,6,1,1,0,0,0,0,0,4117.66366346931,255,"淡水信義線",13315.8331561661,315.833156166065,0.0242948581666204
"北投區",19800,19676,"整棟(戶)出租",2,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,1,2,1,57.81,54,1,1,0,0,1,0,0,282.406511099359,445.933333333333,"淡水信義線",19657.4707019268,142.52929807323,0.00719844939763789
"士林區",16000,19674,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,1,1,1,29.48,52,1,1,1,1,1,0,0,726.741593423497,379.4,"淡水信義線",11772.177386343,4227.82261365702,0.264238913353564
"北投區",7500,19668,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",365,1,1,0,1,32.44,39,1,1,1,1,0,0,0,845.509870048295,256.533333333333,"新北投支線",9755.43096332601,2255.43096332601,0.300724128443468
"文山區",26000,19684,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,3,2,2,78.47,47,1,1,0,0,1,0,0,616.177770830742,300.966666666667,"文湖線",25411.6315185312,588.368481468755,0.0226295569795675
"士林區",25000,19671,"未知",4,"透天厝","未知",730,0,0,4,4,104.39,51,1,0,0,0,0,0,0,1266.09418594121,313.272727272727,"淡水信義線",31426.9653969727,6426.96539697272,0.257078615878909
"北投區",26000,19676,"整棟(戶)出租",8,"華廈(10層含以下有電梯)","未知",365,1,2,2,2,123.56,41,1,1,0,0,0,0,0,2108.11937775341,231.1,"淡水信義線",31282.5351262338,5282.53512623377,0.203174427932068
"士林區",20000,19683,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,2,2,2,141.71,45,1,1,1,1,1,1,1,1398.80649607525,379.466666666667,"淡水信義線",23248.4238295428,3248.42382954276,0.162421191477138
"萬華區",18000,19662,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,1,1,1,79.56,50,1,1,0,0,1,0,0,785.907986487732,255.619047619048,"板南線",16268.8233156049,1731.17668439511,0.096176482466395
"內湖區",21500,19688,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅代管",365,0,1,1,1,41.31,30,1,1,1,1,1,0,0,436.332208304687,312.1,"文湖線",18351.0117230296,3148.98827697038,0.146464571021878
"北投區",35000,19671,"整棟(戶)出租",5,"華廈(10層含以下有電梯)","社會住宅代管",365,1,2,1,1,91.82,2,1,1,1,0,0,0,0,539.80579824087,279.826086956522,"淡水信義線",26460.8924077996,8539.10759220042,0.243974502634298
"文山區",28000,19674,"整棟(戶)出租",10,"華廈(10層含以下有電梯)","社會住宅代管",365,1,3,2,2,115.38,15,1,1,0,0,1,0,0,1094.7517088998,335,"松山新店線",29134.4900912532,1134.49009125317,0.0405175032590419
"大同區",20000,19684,"獨立套房",13,"住宅大樓(11層含以上有電梯)","社會住宅代管",365,1,1,0,1,36.57,1,1,1,1,1,0,0,0,502.477533778713,367.7,"淡水信義線",17623.7036683125,2376.29633168753,0.118814816584377
"中山區",11000,19671,"獨立套房",9,"華廈(10層含以下有電梯)","社會住宅包租轉租",365,1,1,0,1,37.55,34,1,1,1,0,0,0,0,240.323013861548,591.833333333333,"中和新蘆線",16618.1999936363,5618.19999363629,0.510745453966936
"中山區",51200,19682,"整棟(戶)出租",16,"住宅大樓(11層含以上有電梯)","未知",577,1,3,2,2,137.39,27,1,1,1,1,1,0,0,225.810762306332,625.233333333333,"文湖線",53693.8482702882,2493.84827028817,0.0487079740290658
"南港區",24000,19671,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",334,0,3,2,2,69.53,51,1,1,0,0,0,0,0,801.420154305995,340.642857142857,"板南線",22998.4304032881,1001.56959671186,0.0417320665296609
"信義區",24500,19674,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,2,1,1,61.82,53,1,1,0,0,0,0,0,635.695764986493,421.533333333333,"板南線",19964.8366464543,4535.16335354571,0.185108708307988
"信義區",350000,19674,"整棟(戶)出租",22,"住宅大樓(11層含以上有電梯)","未知",365,1,3,2,4,425.66,11,1,1,0,0,1,0,0,111.585834942746,629.2,"淡水信義線",183038.386766639,166961.613233361,0.477033180666746
"北投區",33837,19680,"整棟(戶)出租",20,"住宅大樓(11層含以上有電梯)","未知",365,1,2,2,1,89.38,16,1,1,1,0,1,0,0,217.673621689485,478.428571428571,"淡水信義線",38012.0252706096,4175.02527060958,0.12338638976888
"文山區",15000,19669,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1095,0,3,2,1,82.64,46,1,1,1,1,0,0,0,1317.90372870308,249.466666666667,"松山新店線",20640.297978362,5640.29797836195,0.37601986522413
"文山區",13000,19669,"獨立套房",13,"住宅大樓(11層含以上有電梯)","社會住宅代管",365,1,1,0,1,29.88,15,1,1,1,0,0,0,0,285.309024367386,412.466666666667,"松山新店線",14097.046472093,1097.04647209297,0.0843881901609976
"中正區",34500,19685,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","一般轉租",730,0,4,1,1,85.37,55,1,1,1,1,1,1,1,627.73628082947,404.633333333333,"松山新店線",35633.2855168201,1133.28551682008,0.0328488555600024
"中正區",32000,19683,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","一般轉租",577,0,2,1,1,79.31,55,1,1,1,1,1,1,1,629.37560868617,416.066666666667,"松山新店線",32837.393425716,837.393425715956,0.0261685445536236
"萬華區",27500,19676,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅代管",730,0,3,1,1,90.61,47,1,1,0,0,1,0,0,662.191607598869,316.266666666667,"板南線",21864.0250830135,5635.9749169865,0.204944542435873
"信義區",102000,19676,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","一般轉租",75,1,2,2,1,105.66,13,1,1,1,1,1,1,1,171.957410113042,881.633333333333,"文湖線",94554.9146153444,7445.08538465564,0.0729910331828985
"北投區",18000,19674,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1095,0,3,2,2,104.58,42,1,1,1,1,0,0,0,467.139661367545,322.888888888889,"淡水信義線",24235.8074098083,6235.80740980825,0.346433744989347
"北投區",8500,19689,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",365,1,1,0,1,32.44,39,1,1,1,0,0,0,0,837.88405695944,288.166666666667,"新北投支線",9652.14748647228,1152.14748647228,0.135546763114386
"大安區",29000,19671,"整棟(戶)出租",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1095,0,3,2,1,109.28,42,1,1,1,0,0,0,0,350.046325007842,440.8,"文湖線",25482.4336463492,3517.56635365076,0.121295391505199
"中正區",11000,19681,"獨立套房",5,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,1,1,1,43.15,56,1,1,1,1,1,0,0,866.571231432372,425.733333333333,"板南線",14903.8590863555,3903.85908635551,0.354896280577773
"萬華區",10000,19683,"獨立套房",9,"華廈(10層含以下有電梯)","社會住宅包租轉租",1095,1,1,1,1,23.8,49,1,1,1,1,0,0,0,524.965452473155,351.333333333333,"松山新店線",9978.67262831597,21.3273716840267,0.00213273716840267
"中山區",18000,19669,"整棟(戶)出租",12,"住宅大樓(11層含以上有電梯)","社會住宅包租轉租",94,1,2,1,1,78.03,44,1,1,1,1,0,0,0,520.793378950363,493.6,"中和新蘆線",20106.0771169727,2106.07711697273,0.117004284276263
"士林區",22000,19685,"獨立套房",12,"住宅大樓(11層含以上有電梯)","社會住宅代管",365,1,1,1,1,45.39,43,0,1,1,0,0,0,0,1537.87049541711,315.8,"淡水信義線",16095.5825709752,5904.41742902482,0.268382610410219
"士林區",77000,19692,"整棟(戶)出租",9,"華廈(10層含以下有電梯)","一般包租",1095,1,4,2,2,189.17,29,1,1,1,1,1,0,0,1577.16276294052,520.933333333333,"淡水信義線",74142.9168711281,2857.08312887193,0.0371049756996355
"大安區",42000,19678,"未知",12,"辦公商業大樓","未知",820,1,3,0,0,52.89,41,0,0,0,0,0,0,0,74.9387020471045,740.133333333333,"板南線",46823.8292817701,4823.82928177012,0.114853078137384
"文山區",27000,19682,"整棟(戶)出租",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",365,0,3,2,1,88.24,48,1,1,1,0,1,0,0,198.944597644698,366.9,"松山新店線",24379.4088755896,2620.59112441041,0.0970589305337188
"大同區",70000,19688,"整棟(戶)出租",19,"住宅大樓(11層含以上有電梯)","未知",1095,1,2,1,1,96.92,1,1,1,1,1,0,0,0,237.007622649465,805.2,"淡水信義線",70485.4609798907,485.46097989069,0.00693515685558128
"萬華區",9000,19692,"獨立套房",4,"公寓(5樓含以下無電梯)","社會住宅包租轉租",1095,0,1,1,1,27.25,54,1,1,1,1,0,0,0,604.139823081093,482.6,"松山新店線",11621.4462558246,2621.44625582463,0.291271806202737
"大同區",100088,19690,"整棟(戶)出租",15,"住宅大樓(11層含以上有電梯)","未知",365,1,3,2,2,138.92,8,1,1,1,1,1,0,0,149.318225819716,578.233333333333,"淡水信義線",78775.5488129285,21312.4511870715,0.21293712719878
"中山區",22000,19681,"整棟(戶)出租",5,"華廈(10層含以下有電梯)","社會住宅代管",365,1,2,1,1,46.25,49,1,1,0,0,0,0,0,385.328036058323,528.9,"淡水信義線",20640.1823989671,1359.81760103294,0.0618098909560428
"中山區",31000,19668,"整棟(戶)出租",18,"住宅大樓(11層含以上有電梯)","未知",365,1,1,1,1,58.45,36,1,1,1,1,1,0,0,95.2058414966826,545.041666666667,"文湖線",30379.2361250713,620.763874928707,0.0200246411267325
